#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T17:42:41 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T17:42:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/136/2563/table4&-out.max=99999&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51362563
#Name: J/AJ/136/2563
#Title: HI Nearby Galaxy Survey, THINGS (Walter+, 2008)
#INFO	ivoid=ivo://cds.vizier/j/aj/136/2563	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/136/2563	    IVOID of underlying data collection
#INFO	creator=Walter F.	    First author or institution
#INFO	cites=bibcode:2008AJ....136.2563W	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2008	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/136/2563	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51362563	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-07-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_136_2563_table4:
#Name: J/AJ/136/2563/table4
#Title: HI spectra based on the blanked natural weighted cubes
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(A8)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Vel	(F9.3)	Velocity	[ucd=spect.dopplerVeloc]
#Column	SHI	(E11.4)	? HI flux density	[ucd=phot.flux.density;em.radio.750-1500MHz]
recno	Name	Vel	SHI
    2134	NGC 5236	  368.100	 2.3159e-01
    2135	NGC 5236	  365.500	 8.5338e-02
    2136	NGC 5236	  362.900	
    2137	NGC 5236	  360.300	
    2138	NGC 5236	  357.700	
    2139	NGC 5236	  355.200	
    2140	NGC 5457	  436.600	 5.0714e-02
    2141	NGC 5457	  431.400	 7.5215e-02
    2142	NGC 5457	  426.200	 7.8735e-02
    2143	NGC 5457	  421.100	 9.9933e-02
    2144	NGC 5457	  415.900	 1.0881e-01
    2145	NGC 5457	  410.700	 1.2973e-01
    2146	NGC 5457	  405.600	 1.5472e-01
    2147	NGC 5457	  400.400	 1.3995e-01
    2148	NGC 5457	  395.200	 1.6700e-01
    2149	NGC 5457	  390.100	 1.8574e-01
    2150	NGC 5457	  384.900	 1.8316e-01
    2151	NGC 5457	  379.700	 1.9617e-01
    2152	NGC 5457	  374.600	 2.0860e-01
    2153	NGC 5457	  369.400	 2.3697e-01
    2154	NGC 5457	  364.200	 2.2848e-01
    2155	NGC 5457	  359.100	 2.3711e-01
    2156	NGC 5457	  353.900	 2.8278e-01
    2157	NGC 5457	  348.700	 3.2136e-01
    2158	NGC 5457	  343.600	 4.1389e-01
    2159	NGC 5457	  338.400	 6.1328e-01
    2160	NGC 5457	  333.200	 8.5198e-01
    2161	NGC 5457	  328.100	 1.3025e+00
    2162	NGC 5457	  322.900	 2.0751e+00
    2163	NGC 5457	  317.800	 3.2781e+00
    2164	NGC 5457	  312.600	 4.6139e+00
    2165	NGC 5457	  307.400	 5.6606e+00
    2166	NGC 5457	  302.300	 6.4683e+00
    2167	NGC 5457	  297.100	 6.8973e+00
    2168	NGC 5457	  291.900	 6.6068e+00
    2169	NGC 5457	  286.800	 6.9076e+00
    2170	NGC 5457	  281.600	 7.5185e+00
    2171	NGC 5457	  276.500	 8.1103e+00
    2172	NGC 5457	  271.300	 8.0229e+00
    2173	NGC 5457	  266.100	 7.7146e+00
    2174	NGC 5457	  261.000	 7.2581e+00
    2175	NGC 5457	  255.800	 6.7950e+00
    2176	NGC 5457	  250.600	 6.3158e+00
    2177	NGC 5457	  245.500	 5.7182e+00
    2178	NGC 5457	  240.300	 5.3024e+00
    2179	NGC 5457	  235.200	 5.1561e+00
    2180	NGC 5457	  230.000	 5.2018e+00
    2181	NGC 5457	  224.800	 5.4226e+00
    2182	NGC 5457	  219.700	 5.5505e+00
    2183	NGC 5457	  214.500	 5.5468e+00
    2184	NGC 5457	  209.400	 5.6619e+00
    2185	NGC 5457	  204.200	 5.5803e+00
    2186	NGC 5457	  199.000	 5.6979e+00
    2187	NGC 5457	  193.900	 5.8810e+00
    2188	NGC 5457	  188.700	 6.0638e+00
    2189	NGC 5457	  183.600	 6.1476e+00
    2190	NGC 5457	  178.400	 5.9993e+00
    2191	NGC 5457	  173.200	 5.4636e+00
    2192	NGC 5457	  168.100	 4.6799e+00
    2193	NGC 5457	  162.900	 3.9889e+00
    2194	NGC 5457	  157.800	 3.5418e+00
    2195	NGC 5457	  152.600	 3.3739e+00
    2196	NGC 5457	  147.400	 3.1766e+00
    2197	NGC 5457	  142.300	 2.9423e+00
    2198	NGC 5457	  137.100	 2.5368e+00
    2199	NGC 5457	  132.000	 1.9178e+00
    2200	NGC 5457	  126.800	 1.2099e+00
    2201	NGC 5457	  121.700	 6.4875e-01
    2202	NGC 5457	  116.500	 2.9814e-01
    2203	NGC 5457	  111.300	 1.2035e-01
    2204	NGC 5457	  106.200	 3.2334e-02
    2205	NGC 5457	  101.000	
    2206	NGC 5457	   95.900	
    2207	NGC 5457	   90.700	
    2208	NGC 5457	   85.500	
    2209	NGC 628 	  735.600	
    2210	NGC 628 	  733.000	
    2211	NGC 628 	  730.400	
    2212	NGC 628 	  727.800	 4.6640e-02
    2213	NGC 628 	  725.200	 9.8023e-02
    2214	NGC 628 	  722.700	 1.3650e-01
    2215	NGC 628 	  720.100	 1.3122e-01
    2216	NGC 628 	  717.500	 2.2774e-01
    2217	NGC 628 	  714.900	 2.3632e-01
    2218	NGC 628 	  712.300	 2.9478e-01
    2219	NGC 628 	  709.700	 3.5981e-01
    2220	NGC 628 	  707.100	 4.2470e-01
    2221	NGC 628 	  704.500	 4.7499e-01
    2222	NGC 628 	  701.900	 5.8957e-01
    2223	NGC 628 	  699.400	 7.5583e-01
    2224	NGC 628 	  696.800	 9.6809e-01
    2225	NGC 628 	  694.200	 1.2397e+00
    2226	NGC 628 	  691.600	 1.5593e+00
    2227	NGC 628 	  689.000	 1.9353e+00
    2228	NGC 628 	  686.400	 2.4522e+00
    2229	NGC 628 	  683.800	 3.1089e+00
    2230	NGC 628 	  681.200	 3.6560e+00
    2231	NGC 628 	  678.600	 4.1392e+00
    2232	NGC 628 	  676.100	 4.4510e+00
    2233	NGC 628 	  673.500	 4.6106e+00
    2234	NGC 628 	  670.900	 4.7172e+00
    2235	NGC 628 	  668.300	 4.7734e+00
    2236	NGC 628 	  665.700	 4.8369e+00
    2237	NGC 628 	  663.100	 4.7486e+00
    2238	NGC 628 	  660.500	 4.6249e+00
    2239	NGC 628 	  657.900	 4.6125e+00
    2240	NGC 628 	  655.400	 4.6862e+00
    2241	NGC 628 	  652.800	 4.9143e+00
    2242	NGC 628 	  650.200	 5.1817e+00
    2243	NGC 628 	  647.600	 5.3498e+00
    2244	NGC 628 	  645.000	 5.3267e+00
    2245	NGC 628 	  642.400	 5.1418e+00
    2246	NGC 628 	  639.800	 4.7911e+00
    2247	NGC 628 	  637.200	 4.3400e+00
    2248	NGC 628 	  634.700	 3.7871e+00
    2249	NGC 628 	  632.100	 3.1533e+00
    2250	NGC 628 	  629.500	 2.4881e+00
    2251	NGC 628 	  626.900	 1.9325e+00
    2252	NGC 628 	  624.300	 1.4159e+00
    2253	NGC 628 	  621.700	 1.0999e+00
    2254	NGC 628 	  619.100	 8.1718e-01
    2255	NGC 628 	  616.500	 6.1493e-01
    2256	NGC 628 	  614.000	 4.7322e-01
    2257	NGC 628 	  611.400	 3.4335e-01
    2258	NGC 628 	  608.800	 2.4615e-01
    2259	NGC 628 	  606.200	 1.4812e-01
    2260	NGC 628 	  603.600	 1.3755e-01
    2261	NGC 628 	  601.000	 1.1094e-01
    2262	NGC 628 	  598.400	 5.9560e-02
    2263	NGC 628 	  595.800	 5.3570e-02
    2264	NGC 628 	  593.300	 3.9403e-02
    2265	NGC 628 	  590.700	
    2266	NGC 628 	  588.100	
    2267	NGC 6946	  189.200	
    2268	NGC 6946	  186.600	 1.0442e-02
    2269	NGC 6946	  184.000	 1.2382e-02
    2270	NGC 6946	  181.400	 1.8451e-02
    2271	NGC 6946	  178.900	 3.0730e-02
    2272	NGC 6946	  176.300	 6.3671e-02
    2273	NGC 6946	  173.700	 7.5014e-02
    2274	NGC 6946	  171.100	 9.7898e-02
    2275	NGC 6946	  168.500	 2.2451e-01
    2276	NGC 6946	  166.000	 3.4350e-01
    2277	NGC 6946	  163.400	 6.1835e-01
    2278	NGC 6946	  160.800	 9.5196e-01
    2279	NGC 6946	  158.200	 1.3872e+00
    2280	NGC 6946	  155.600	 1.8714e+00
    2281	NGC 6946	  153.100	 2.3227e+00
    2282	NGC 6946	  150.500	 2.7716e+00
    2283	NGC 6946	  147.900	 3.0117e+00
    2284	NGC 6946	  145.300	 3.1893e+00
    2285	NGC 6946	  142.700	 3.2375e+00
    2286	NGC 6946	  140.200	 3.2395e+00
    2287	NGC 6946	  137.600	 3.0770e+00
    2288	NGC 6946	  135.000	 2.9064e+00
    2289	NGC 6946	  132.400	 2.7423e+00
    2290	NGC 6946	  129.800	 2.6371e+00
    2291	NGC 6946	  127.300	 2.4737e+00
    2292	NGC 6946	  124.700	 2.3979e+00
    2293	NGC 6946	  122.100	 2.2765e+00
    2294	NGC 6946	  119.500	 2.2711e+00
    2295	NGC 6946	  116.900	 2.1553e+00
    2296	NGC 6946	  114.400	 2.0994e+00
    2297	NGC 6946	  111.800	 2.0783e+00
    2298	NGC 6946	  109.200	 2.0404e+00
    2299	NGC 6946	  106.600	 2.0014e+00
    2300	NGC 6946	  104.000	 2.0061e+00
    2301	NGC 6946	  101.500	 2.0401e+00
    2302	NGC 6946	   98.920	 1.9935e+00
    2303	NGC 6946	   96.320	 1.9264e+00
    2304	NGC 6946	   93.730	 1.9399e+00
    2305	NGC 6946	   91.120	 2.0656e+00
    2306	NGC 6946	   88.620	 2.0363e+00
    2307	NGC 6946	   86.020	 2.0227e+00
    2308	NGC 6946	   83.420	 2.0872e+00
    2309	NGC 6946	   80.820	 2.0995e+00
    2310	NGC 6946	   78.220	 2.1154e+00
    2311	NGC 6946	   75.720	 2.1915e+00
    2312	NGC 6946	   73.120	 2.1171e+00
    2313	NGC 6946	   70.520	 2.1334e+00
    2314	NGC 6946	   67.920	 2.1905e+00
    2315	NGC 6946	   65.420	 2.1763e+00
    2316	NGC 6946	   62.820	 2.2609e+00
    2317	NGC 6946	   60.220	 2.3670e+00
    2318	NGC 6946	   57.620	 2.3558e+00
    2319	NGC 6946	   55.020	 2.3584e+00
    2320	NGC 6946	   52.520	 2.3029e+00
    2321	NGC 6946	   49.920	 2.3057e+00
    2322	NGC 6946	   47.320	 2.3035e+00
    2323	NGC 6946	   44.720	 2.1989e+00
    2324	NGC 6946	   42.120	 2.0956e+00
    2325	NGC 6946	   39.620	 2.0664e+00
    2326	NGC 6946	   37.020	 2.0480e+00
    2327	NGC 6946	   34.420	 1.9265e+00
    2328	NGC 6946	   31.820	 1.9176e+00
    2329	NGC 6946	   29.320	 1.8876e+00
    2330	NGC 6946	   26.720	 1.8874e+00
    2331	NGC 6946	   24.120	 1.9719e+00
    2332	NGC 6946	   21.520	 1.9626e+00
    2333	NGC 6946	   18.920	 1.9024e+00
    2334	NGC 6946	   16.420	 1.9685e+00
    2335	NGC 6946	   13.820	 1.9432e+00
    2336	NGC 6946	   11.220	 1.8852e+00
    2337	NGC 6946	    8.625	 1.7712e+00
    2338	NGC 6946	    6.025	 1.7764e+00
    2339	NGC 6946	    3.525	 1.8081e+00
    2340	NGC 6946	    0.925	 1.7653e+00
    2341	NGC 6946	   -1.675	 1.7251e+00
    2342	NGC 6946	   -4.275	 1.7156e+00
    2343	NGC 6946	   -6.775	 1.7136e+00
    2344	NGC 6946	   -9.375	 1.2727e+00
    2345	NGC 6946	  -11.980	 1.0919e+00
    2346	NGC 6946	  -14.580	 1.3233e+00
    2347	NGC 6946	  -17.180	 1.6442e+00
    2348	NGC 6946	  -19.680	 1.3641e+00
    2349	NGC 6946	  -22.280	 2.0246e+00
    2350	NGC 6946	  -24.880	 2.7131e+00
    2351	NGC 6946	  -27.480	 2.7348e+00
    2352	NGC 6946	  -29.980	 2.7913e+00
    2353	NGC 6946	  -32.580	 2.1547e+00
    2354	NGC 6946	  -35.180	 2.4206e+00
    2355	NGC 6946	  -37.780	 2.9389e+00
    2356	NGC 6946	  -40.280	 2.8822e+00
    2357	NGC 6946	  -42.880	 2.5247e+00
    2358	NGC 6946	  -45.480	 2.3393e+00
    2359	NGC 6946	  -48.080	 2.2416e+00
    2360	NGC 6946	  -50.680	 2.3282e+00
    2361	NGC 6946	  -53.180	 2.1838e+00
    2362	NGC 6946	  -55.780	 2.0816e+00
    2363	NGC 6946	  -58.380	 1.9279e+00
    2364	NGC 6946	  -60.980	 1.7412e+00
    2365	NGC 6946	  -63.480	 1.5546e+00
    2366	NGC 6946	  -66.080	 1.3132e+00
    2367	NGC 6946	  -68.680	 1.0472e+00
    2368	NGC 6946	  -71.280	 8.9426e-01
    2369	NGC 6946	  -73.780	 7.2538e-01
    2370	NGC 6946	  -76.380	 5.9767e-01
    2371	NGC 6946	  -78.980	 4.4233e-01
    2372	NGC 6946	  -81.580	 3.3201e-01
    2373	NGC 6946	  -84.180	 2.5438e-01
    2374	NGC 6946	  -86.680	 1.8868e-01
    2375	NGC 6946	  -89.280	 1.3501e-01
    2376	NGC 6946	  -91.880	 1.1389e-01
    2377	NGC 6946	  -94.480	 6.0394e-02
    2378	NGC 6946	  -96.980	 2.5460e-02
    2379	NGC 6946	  -99.580	
    2380	NGC 6946	 -102.200	
    2381	NGC 6946	 -104.700	
    2382	NGC 7331	 1132.200	
    2383	NGC 7331	 1127.000	
    2384	NGC 7331	 1121.800	
    2385	NGC 7331	 1116.600	
    2386	NGC 7331	 1111.500	
    2387	NGC 7331	 1106.300	
    2388	NGC 7331	 1101.100	
    2389	NGC 7331	 1095.900	 1.6253e-02
    2390	NGC 7331	 1090.700	 3.2374e-02
    2391	NGC 7331	 1085.500	 5.7123e-02
    2392	NGC 7331	 1080.300	 9.7090e-02
    2393	NGC 7331	 1075.100	 1.5602e-01
    2394	NGC 7331	 1069.900	 2.5730e-01
    2395	NGC 7331	 1064.700	 4.0947e-01
    2396	NGC 7331	 1059.500	 5.4950e-01
    2397	NGC 7331	 1054.300	 6.8222e-01
    2398	NGC 7331	 1049.100	 7.4321e-01
    2399	NGC 7331	 1044.000	 7.5445e-01
    2400	NGC 7331	 1038.800	 6.9722e-01
    2401	NGC 7331	 1033.600	 6.6006e-01
    2402	NGC 7331	 1028.400	 5.9952e-01
    2403	NGC 7331	 1023.200	 5.4719e-01
    2404	NGC 7331	 1018.000	 4.9581e-01
    2405	NGC 7331	 1012.800	 4.4870e-01
    2406	NGC 7331	 1007.600	 4.1296e-01
    2407	NGC 7331	 1002.400	 3.9824e-01
    2408	NGC 7331	  997.300	 3.7752e-01
    2409	NGC 7331	  992.100	 3.7582e-01
    2410	NGC 7331	  986.900	 3.7216e-01
    2411	NGC 7331	  981.700	 3.7160e-01
    2412	NGC 7331	  976.500	 3.6299e-01
    2413	NGC 7331	  971.300	 3.6082e-01
    2414	NGC 7331	  966.100	 3.5542e-01
    2415	NGC 7331	  961.000	 3.4330e-01
    2416	NGC 7331	  955.800	 3.3347e-01
    2417	NGC 7331	  950.600	 3.2116e-01
    2418	NGC 7331	  945.400	 3.1528e-01
    2419	NGC 7331	  940.200	 3.1089e-01
    2420	NGC 7331	  935.000	 3.1749e-01
    2421	NGC 7331	  929.800	 3.1511e-01
    2422	NGC 7331	  924.700	 2.9753e-01
    2423	NGC 7331	  919.500	 2.8729e-01
    2424	NGC 7331	  914.300	 2.8883e-01
    2425	NGC 7331	  909.100	 2.8634e-01
    2426	NGC 7331	  903.900	 2.9083e-01
    2427	NGC 7331	  898.700	 2.9484e-01
    2428	NGC 7331	  893.600	 3.0249e-01
    2429	NGC 7331	  888.400	 2.9768e-01
    2430	NGC 7331	  883.200	 2.8440e-01
    2431	NGC 7331	  878.000	 2.7149e-01
    2432	NGC 7331	  872.800	 2.7054e-01
    2433	NGC 7331	  867.600	 2.5800e-01
    2434	NGC 7331	  862.500	 2.6154e-01
    2435	NGC 7331	  857.300	 2.5656e-01
    2436	NGC 7331	  852.100	 2.5246e-01
    2437	NGC 7331	  846.900	 2.4852e-01
    2438	NGC 7331	  841.700	 2.5108e-01
    2439	NGC 7331	  836.500	 2.4857e-01
    2440	NGC 7331	  831.400	 2.4174e-01
    2441	NGC 7331	  826.200	 2.3430e-01
    2442	NGC 7331	  821.000	 2.3596e-01
    2443	NGC 7331	  815.800	 2.4170e-01
    2444	NGC 7331	  810.600	 2.5124e-01
    2445	NGC 7331	  805.500	 2.4893e-01
    2446	NGC 7331	  800.300	 2.3418e-01
    2447	NGC 7331	  795.100	 2.2698e-01
    2448	NGC 7331	  789.900	 2.3118e-01
    2449	NGC 7331	  784.700	 2.2240e-01
    2450	NGC 7331	  779.500	 2.2979e-01
    2451	NGC 7331	  774.400	 2.3015e-01
    2452	NGC 7331	  769.200	 2.2836e-01
    2453	NGC 7331	  764.000	 2.1747e-01
    2454	NGC 7331	  758.800	 2.3483e-01
    2455	NGC 7331	  753.700	 2.3042e-01
    2456	NGC 7331	  748.500	 2.3659e-01
    2457	NGC 7331	  743.300	 2.4688e-01
    2458	NGC 7331	  738.100	 2.3019e-01
    2459	NGC 7331	  732.900	 2.3634e-01
    2460	NGC 7331	  727.800	 2.2392e-01
    2461	NGC 7331	  722.600	 2.4126e-01
    2462	NGC 7331	  717.400	 2.5962e-01
    2463	NGC 7331	  712.200	 2.6564e-01
    2464	NGC 7331	  707.000	 2.7528e-01
    2465	NGC 7331	  701.900	 2.9169e-01
    2466	NGC 7331	  696.700	 2.8488e-01
    2467	NGC 7331	  691.500	 2.7219e-01
    2468	NGC 7331	  686.300	 2.8177e-01
    2469	NGC 7331	  681.200	 2.7439e-01
    2470	NGC 7331	  676.000	 2.7880e-01
    2471	NGC 7331	  670.800	 2.8445e-01
    2472	NGC 7331	  665.600	 2.9820e-01
    2473	NGC 7331	  660.500	 3.0312e-01
    2474	NGC 7331	  655.300	 3.1521e-01
    2475	NGC 7331	  650.100	 3.1147e-01
    2476	NGC 7331	  644.900	 3.2789e-01
    2477	NGC 7331	  639.800	 3.3696e-01
    2478	NGC 7331	  634.600	 3.3737e-01
    2479	NGC 7331	  629.400	 3.6804e-01
    2480	NGC 7331	  624.200	 3.7675e-01
    2481	NGC 7331	  619.100	 3.9875e-01
    2482	NGC 7331	  613.900	 4.3819e-01
    2483	NGC 7331	  608.700	 4.5442e-01
    2484	NGC 7331	  603.500	 5.2514e-01
    2485	NGC 7331	  598.400	 5.8316e-01
    2486	NGC 7331	  593.200	 6.0959e-01
    2487	NGC 7331	  588.000	 6.0352e-01
    2488	NGC 7331	  582.800	 5.3034e-01
    2489	NGC 7331	  577.700	 4.7093e-01
    2490	NGC 7331	  572.500	 3.9034e-01
    2491	NGC 7331	  567.300	 3.0644e-01
    2492	NGC 7331	  562.200	 2.1072e-01
    2493	NGC 7331	  557.000	 1.3467e-01
    2494	NGC 7331	  551.800	 8.2626e-02
    2495	NGC 7331	  546.600	 4.2269e-02
    2496	NGC 7331	  541.500	 1.4329e-02
    2497	NGC 7331	  536.300	
    2498	NGC 7793	  346.100	
    2499	NGC 7793	  343.500	
    2500	NGC 7793	  340.900	
    2501	NGC 7793	  338.400	
    2502	NGC 7793	  335.800	
    2503	NGC 7793	  333.200	 4.3259e-02
    2504	NGC 7793	  330.700	 5.8028e-02
    2505	NGC 7793	  328.100	 1.3373e-01
    2506	NGC 7793	  325.500	 1.8291e-01
    2507	NGC 7793	  322.900	 2.9572e-01
    2508	NGC 7793	  320.300	 4.1190e-01
    2509	NGC 7793	  317.800	 5.8957e-01
    2510	NGC 7793	  315.200	 7.3828e-01
    2511	NGC 7793	  312.600	 9.1270e-01
    2512	NGC 7793	  310.000	 1.1236e+00
    2513	NGC 7793	  307.400	 1.2664e+00
    2514	NGC 7793	  304.800	 1.3998e+00
    2515	NGC 7793	  302.300	 1.4930e+00
    2516	NGC 7793	  299.700	 1.5015e+00
    2517	NGC 7793	  297.100	 1.5022e+00
    2518	NGC 7793	  294.500	 1.5225e+00
    2519	NGC 7793	  291.900	 1.4999e+00
    2520	NGC 7793	  289.400	 1.4649e+00
    2521	NGC 7793	  286.800	 1.4487e+00
    2522	NGC 7793	  284.200	 1.4683e+00
    2523	NGC 7793	  281.600	 1.4340e+00
    2524	NGC 7793	  279.000	 1.4765e+00
    2525	NGC 7793	  276.500	 1.4696e+00
    2526	NGC 7793	  273.900	 1.4866e+00
    2527	NGC 7793	  271.300	 1.4840e+00
    2528	NGC 7793	  268.700	 1.4347e+00
    2529	NGC 7793	  266.100	 1.4270e+00
    2530	NGC 7793	  263.500	 1.3718e+00
    2531	NGC 7793	  261.000	 1.3486e+00
    2532	NGC 7793	  258.400	 1.3067e+00
    2533	NGC 7793	  255.800	 1.2565e+00
    2534	NGC 7793	  253.200	 1.1946e+00
    2535	NGC 7793	  250.600	 1.1471e+00
    2536	NGC 7793	  248.100	 1.1048e+00
    2537	NGC 7793	  245.500	 1.0379e+00
    2538	NGC 7793	  242.900	 1.0136e+00
    2539	NGC 7793	  240.300	 1.0400e+00
    2540	NGC 7793	  237.700	 1.0906e+00
    2541	NGC 7793	  235.200	 1.0404e+00
    2542	NGC 7793	  232.600	 1.0447e+00
    2543	NGC 7793	  230.000	 1.0613e+00
    2544	NGC 7793	  227.400	 1.0682e+00
    2545	NGC 7793	  224.800	 1.0300e+00
    2546	NGC 7793	  222.300	 1.0642e+00
    2547	NGC 7793	  219.700	 1.0606e+00
    2548	NGC 7793	  217.100	 1.1157e+00
    2549	NGC 7793	  214.500	 1.0857e+00
    2550	NGC 7793	  211.900	 1.1173e+00
    2551	NGC 7793	  209.400	 1.1536e+00
    2552	NGC 7793	  206.800	 1.2075e+00
    2553	NGC 7793	  204.200	 1.2209e+00
    2554	NGC 7793	  201.600	 1.2412e+00
    2555	NGC 7793	  199.000	 1.1810e+00
    2556	NGC 7793	  196.500	 1.2119e+00
    2557	NGC 7793	  193.900	 1.1890e+00
    2558	NGC 7793	  191.300	 1.2126e+00
    2559	NGC 7793	  188.700	 1.2896e+00
    2560	NGC 7793	  186.100	 1.3820e+00
    2561	NGC 7793	  183.600	 1.4504e+00
    2562	NGC 7793	  181.000	 1.5161e+00
    2563	NGC 7793	  178.400	 1.5570e+00
    2564	NGC 7793	  175.800	 1.6010e+00
    2565	NGC 7793	  173.200	 1.7128e+00
    2566	NGC 7793	  170.700	 1.7416e+00
    2567	NGC 7793	  168.100	 1.7523e+00
    2568	NGC 7793	  165.500	 1.7118e+00
    2569	NGC 7793	  162.900	 1.7036e+00
    2570	NGC 7793	  160.400	 1.6970e+00
    2571	NGC 7793	  157.800	 1.6810e+00
    2572	NGC 7793	  155.200	 1.6645e+00
    2573	NGC 7793	  152.600	 1.6562e+00
    2574	NGC 7793	  150.000	 1.5952e+00
    2575	NGC 7793	  147.500	 1.4803e+00
    2576	NGC 7793	  144.900	 1.3552e+00
    2577	NGC 7793	  142.300	 1.1831e+00
    2578	NGC 7793	  139.700	 9.7696e-01
    2579	NGC 7793	  137.100	 7.8321e-01
    2580	NGC 7793	  134.600	 5.7987e-01
    2581	NGC 7793	  132.000	 3.6827e-01
    2582	NGC 7793	  129.400	 2.5276e-01
    2583	NGC 7793	  126.800	 1.6925e-01
    2584	NGC 7793	  124.300	 1.1039e-01
    2585	NGC 7793	  121.700	 5.7021e-02
    2586	NGC 7793	  119.100	 1.2475e-02
    2587	NGC 7793	  116.500	
    2588	NGC 7793	  113.900	
    2589	NGC 925 	  684.000	
    2590	NGC 925 	  681.400	
    2591	NGC 925 	  678.800	 2.3315e-02
    2592	NGC 925 	  676.200	 7.6520e-02
    2593	NGC 925 	  673.600	 9.3372e-02
    2594	NGC 925 	  671.100	 1.2440e-01
    2595	NGC 925 	  668.500	 1.5502e-01
    2596	NGC 925 	  665.900	 2.3769e-01
    2597	NGC 925 	  663.300	 2.9915e-01
    2598	NGC 925 	  660.700	 3.9562e-01
    2599	NGC 925 	  658.100	 5.3902e-01
    2600	NGC 925 	  655.500	 6.8432e-01
    2601	NGC 925 	  652.900	 8.6685e-01
    2602	NGC 925 	  650.400	 1.0507e+00
    2603	NGC 925 	  647.800	 1.2068e+00
    2604	NGC 925 	  645.200	 1.3113e+00
    2605	NGC 925 	  642.600	 1.3853e+00
    2606	NGC 925 	  640.000	 1.4310e+00
    2607	NGC 925 	  637.400	 1.4048e+00
    2608	NGC 925 	  634.800	 1.3987e+00
    2609	NGC 925 	  632.200	 1.3592e+00
    2610	NGC 925 	  629.700	 1.3070e+00
    2611	NGC 925 	  627.100	 1.2769e+00
    2612	NGC 925 	  624.500	 1.2345e+00
    2613	NGC 925 	  621.900	 1.1877e+00
    2614	NGC 925 	  619.300	 1.1530e+00
    2615	NGC 925 	  616.700	 1.1435e+00
    2616	NGC 925 	  614.100	 1.1229e+00
    2617	NGC 925 	  611.600	 1.1227e+00
    2618	NGC 925 	  609.000	 1.1079e+00
    2619	NGC 925 	  606.400	 1.1273e+00
    2620	NGC 925 	  603.800	 1.1152e+00
    2621	NGC 925 	  601.200	 1.1347e+00
    2622	NGC 925 	  598.600	 1.0970e+00
    2623	NGC 925 	  596.000	 1.1263e+00
    2624	NGC 925 	  593.400	 1.1074e+00
    2625	NGC 925 	  590.900	 1.0972e+00
    2626	NGC 925 	  588.300	 1.0288e+00
    2627	NGC 925 	  585.700	 1.0319e+00
    2628	NGC 925 	  583.100	 9.7312e-01
    2629	NGC 925 	  580.500	 9.3985e-01
    2630	NGC 925 	  577.900	 9.0033e-01
    2631	NGC 925 	  575.300	 8.2660e-01
    2632	NGC 925 	  572.800	 8.0943e-01
    2633	NGC 925 	  570.200	 8.0381e-01
    2634	NGC 925 	  567.600	 8.1361e-01
    2635	NGC 925 	  565.000	 8.2588e-01
    2636	NGC 925 	  562.400	 8.5116e-01
    2637	NGC 925 	  559.800	 8.4815e-01
    2638	NGC 925 	  557.200	 8.5986e-01
    2639	NGC 925 	  554.700	 8.9093e-01
    2640	NGC 925 	  552.100	 9.0918e-01
    2641	NGC 925 	  549.500	 9.5096e-01
    2642	NGC 925 	  546.900	 9.7549e-01
    2643	NGC 925 	  544.300	 9.9837e-01
    2644	NGC 925 	  541.700	 1.0085e+00
    2645	NGC 925 	  539.100	 1.0438e+00
    2646	NGC 925 	  536.600	 1.0780e+00
    2647	NGC 925 	  534.000	 1.0585e+00
    2648	NGC 925 	  531.400	 1.0332e+00
    2649	NGC 925 	  528.800	 1.0483e+00
    2650	NGC 925 	  526.200	 9.8914e-01
    2651	NGC 925 	  523.600	 9.6809e-01
    2652	NGC 925 	  521.000	 1.0326e+00
    2653	NGC 925 	  518.500	 1.0296e+00
    2654	NGC 925 	  515.900	 1.0291e+00
    2655	NGC 925 	  513.300	 1.0457e+00
    2656	NGC 925 	  510.700	 1.0077e+00
    2657	NGC 925 	  508.100	 1.0868e+00
    2658	NGC 925 	  505.500	 1.0926e+00
    2659	NGC 925 	  503.000	 1.1255e+00
    2660	NGC 925 	  500.400	 1.1509e+00
    2661	NGC 925 	  497.800	 1.2213e+00
