#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:08 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:08	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/219/4/table7&-out=Name,Mod,Nc,Q,C,Fn,f1,mag1,q1,Re,n,f3,mag3,q3,hr3,mu03&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	Mod	(a8)	Type of final decomposition model (1)	[ucd=meta.note]
#Column	Nc	(I1)	[1/4] Number of components in the model (1-4)	[ucd=meta.number]
#Column	Q	(I1)	[3/5] Quality flag, 5=most reliable (2)	[ucd=meta.code.qual]
#Column	C	(a7)	Phsical interpretation of the component (1)	[ucd=meta.id;stat.fit]
#Column	Fn	(A8)	The GALFIT function used for the component (sersic, edgedisk, expdisk, ferrer2 or psf)	[ucd=meta.id;stat.fit]
#Column	f1	(F6.3)	[0.006/1]? "sersic" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag1	(F6.3)	[7/19.4]? "sersic" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q1	(F6.3)	[0.1/1]? "sersic" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	f3	(F6.3)	[0.02/1]? "expdisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag3	(F6.3)	[6.5/18.1]? "expdisk" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q3	(F6.3)	[0.1/1]? "expdisk" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	hr3	(F6.2)	[0.7/332]? "expdisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	mu03	(F6.3)	[16.4/25.3]? "expdisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
Name	Mod	Nc	Q	C	Fn	f1	mag1	q1	Re	n	f3	mag3	q3	hr3	mu03
ESO402-030	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.662	13.292	 0.622	  7.04	19.527
ESO403-024	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.060	17.458	 0.625	  2.67	21.584
ESO403-024	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.940	14.466	 0.625	 13.10	22.048
ESO403-031	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.960	15.123	 0.607	 13.17	22.716
ESO403-031	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO404-003	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.955	13.310	 0.529	 13.68	20.986
ESO404-003	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO404-012	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.851	12.136	 0.850	 13.03	19.707
ESO404-012	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO404-012	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO404-017	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.194	16.607	 0.375	  6.50	22.666
ESO404-017	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.806	15.057	 0.375	 20.34	23.595
ESO404-018	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO404-027	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.941	12.931	 0.359	 17.99	21.201
ESO404-027	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO404-027	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO406-042	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.986	14.293	 0.562	 22.09	23.009
ESO406-042	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO407-007	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO407-007	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO407-007	_zzn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO407-009	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.998	13.425	 0.379	 23.84	22.306
ESO407-009	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO407-014	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.990	13.131	 0.553	  8.08	19.664
ESO407-014	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO407-018	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.854	 0.899	 27.34	23.033
ESO408-012	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.926	14.855	 0.548	 14.27	22.623
ESO408-012	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO408-012	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO409-015	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.496	 0.597	 12.21	22.926
ESO410-012	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.987	16.073	 0.253	 19.87	24.559
ESO410-012	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO410-018	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.148	 0.890	 19.37	22.579
ESO411-013	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO411-026	_dd     	2	5	D      	sersic  	 0.233	17.393	 0.667	 10.48	 0.943	      	      	      	      	
ESO411-026	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.767	16.084	 0.446	 12.80	23.615
ESO418-008	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.614	 0.682	 11.13	20.842
ESO418-009	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.989	13.463	 0.797	 14.77	21.304
ESO418-009	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO419-013	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.805	14.524	 0.518	 11.68	21.857
ESO419-013	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO420-006	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.113	 0.379	 26.49	24.223
ESO420-009	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.993	13.173	 0.771	 13.67	20.847
ESO420-009	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO421-019	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.993	12.937	 0.760	 28.72	22.224
ESO421-019	_dd     	2	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO422-005	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.860	 0.723	 12.50	22.340
ESO422-033	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.410	 0.370	 15.30	22.329
ESO422-041	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.946	13.150	 0.818	 24.69	22.108
ESO422-041	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO423-002	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.901	12.716	 0.335	 22.58	21.480
ESO423-002	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO438-017	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.989	13.376	 0.454	 22.45	22.127
ESO438-017	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO440-004	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.871	13.905	 0.418	 33.93	23.553
ESO440-004	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO440-011	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.977	12.065	 0.901	 27.70	21.273
ESO440-011	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO440-027	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO440-027	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO440-027	_zzn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO440-037	_b      	1	5	B      	sersic  	 1.000	12.850	 0.959	 19.30	 5.490	      	      	      	      	
ESO440-044	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.947	13.711	 0.487	 19.34	22.139
ESO440-044	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO440-046	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.150	 0.781	 22.76	21.931
ESO440-049	_bdd    	3	5	B      	sersic  	 0.031	17.538	 0.756	  2.18	 1.404	      	      	      	      	
ESO440-049	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.838	13.928	 0.788	 18.56	22.266
ESO440-049	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.131	15.971	 0.788	  4.90	21.417
ESO441-011	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO441-014	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.420	 0.341	 12.78	21.948
ESO441-017	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.942	13.177	 0.566	  9.54	20.070
ESO441-017	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO442-013	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.961	13.402	 0.376	 23.84	22.284
ESO442-013	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO443-021	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO443-021	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO443-042	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO443-042	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO443-069	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.939	12.523	 0.901	 20.90	21.119
ESO443-069	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO443-079	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.285	 0.292	 14.44	23.077
ESO443-080	_dbar   	2	3	D      	expdisk 	      	      	      	      	      	 0.849	14.387	 0.709	 16.35	22.450
ESO443-080	_dbar   	2	3	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO443-085	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.972	13.950	 0.530	 17.03	22.102
ESO443-085	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO444-033	_bdbar  	3	5	B      	sersic  	 0.086	17.291	 0.486	  5.89	 0.618	      	      	      	      	
ESO444-033	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.795	14.867	 0.276	 16.40	22.937
ESO444-033	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO444-037	_dn     	2	4	D      	expdisk 	      	      	      	      	      	 0.986	15.280	 0.484	 16.25	23.330
ESO444-037	_dn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO444-078	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.803	 0.521	 22.87	23.595
ESO445-089	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.931	12.583	 0.836	 22.14	21.304
ESO445-089	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO445-089	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO462-031	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.700	14.049	 0.412	  9.82	21.004
ESO462-031	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO466-014	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO466-036	_b      	1	5	B      	sersic  	 1.000	13.413	 0.499	 12.32	 3.686	      	      	      	      	
ESO467-051	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO467-051	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO469-008	_dd     	2	5	D      	sersic  	 0.027	19.362	 0.766	  6.14	 0.493	      	      	      	      	
ESO469-008	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.973	15.442	 0.322	 21.97	24.146
ESO469-015	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO469-015	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO471-006	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.796	 0.316	 35.97	23.571
ESO476-010	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.128	 0.290	 16.36	23.192
ESO477-016	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO477-016	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO479-004	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.972	12.516	 0.544	 19.79	20.994
ESO479-004	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO479-025	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.544	 0.262	 10.72	20.691
ESO480-025	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.804	 0.584	 19.38	23.237
ESO481-014	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.878	14.181	 0.222	 37.32	24.036
ESO481-014	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO481-018	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.940	12.982	 0.350	 23.08	21.794
ESO481-018	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO481-018	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO481-030	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO481-030	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO482-005	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.778	15.320	 0.205	 23.61	24.182
ESO482-005	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO482-011	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.187	 0.345	 11.70	21.523
ESO482-013	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.960	 0.456	  7.11	21.216
ESO482-035	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.935	12.834	 0.634	 19.06	21.231
ESO482-035	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO482-046	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO483-008	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.960	16.262	 0.426	  9.24	23.086
ESO483-008	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO483-013	_b      	1	5	B      	sersic  	 1.000	13.264	 0.681	 27.54	 2.432	      	      	      	      	
ESO485-021	_dnbar  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO485-021	_dnbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.932	13.155	 0.984	 33.64	22.784
ESO485-021	_dnbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO486-003	_dd     	2	5	D      	sersic  	 0.226	16.867	 0.614	 13.94	 0.995	      	      	      	      	
ESO486-003	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.773	15.464	 0.421	 24.56	24.410
ESO486-021	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.344	 0.762	  8.27	20.928
ESO501-079	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.674	 0.806	 22.26	22.408
ESO501-080	_bz     	2	4	B      	sersic  	 0.825	13.742	 0.306	 45.79	 1.429	      	      	      	      	
ESO501-080	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO502-016	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.983	14.135	 0.343	 18.21	22.431
ESO502-016	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO502-020	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.042	17.204	 0.840	  1.98	20.682
ESO502-020	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.958	13.791	 0.840	 12.30	21.236
ESO502-023	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.541	 0.464	 12.78	23.068
ESO503-022	_dd     	2	5	D      	sersic  	 0.316	15.372	 0.298	 22.91	 0.492	      	      	      	      	
ESO503-022	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.684	14.532	 0.520	 15.09	22.421
ESO504-010	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	 0.950	15.874	 0.383	 11.90	23.247
ESO504-010	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO504-010	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO504-024	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.132	 0.763	 12.04	22.531
ESO504-028	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.998	13.374	 0.857	 15.85	21.370
ESO504-028	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO505-002	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.914	 0.740	 18.47	22.242
ESO505-003	_dz     	2	4	Z      	sersic  	 0.745	13.591	 0.146	 59.66	 0.464	      	      	      	      	
ESO505-003	_dz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO505-008	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.468	 0.341	  9.78	21.416
ESO505-009	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.415	 0.367	 17.51	22.627
ESO505-013	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.924	12.815	 0.646	 41.57	22.905
ESO505-013	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO505-013	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO505-023	_zbar   	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO505-023	_zbar   	2	4	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO506-018	_z      	1	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO506-029	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.965	13.886	 0.638	 27.51	23.079
ESO506-029	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO506-033	_zzn    	3	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO506-033	_zzn    	3	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO506-033	_zzn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO507-065	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.464	 0.431	 14.26	23.230
ESO508-007	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.956	14.738	 0.525	 17.58	22.957
ESO508-007	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO508-011	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.219	 0.164	 26.36	22.319
ESO508-015	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.449	 0.664	 19.25	22.867
ESO508-019	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.959	13.616	 0.411	 16.32	21.676
ESO508-019	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO508-024	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.951	12.638	 0.853	 23.19	21.460
ESO508-024	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO508-030	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.179	 0.219	 30.82	24.619
ESO508-034	_dd     	2	5	D      	sersic  	 0.120	16.734	 0.725	  6.25	 0.576	      	      	      	      	
ESO508-034	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.880	14.562	 0.458	 13.45	22.200
ESO508-051	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.240	 0.482	 16.57	22.331
ESO509-026	_bdbar  	3	4	B      	sersic  	 0.232	15.550	 0.900	  0.45	14.392	      	      	      	      	
ESO509-026	_bdbar  	3	4	D      	expdisk 	      	      	      	      	      	 0.446	14.972	 0.902	  8.46	21.603
ESO509-026	_bdbar  	3	4	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO509-074	_bz     	2	5	B      	sersic  	 0.295	13.289	 0.174	 15.38	 6.075	      	      	      	      	
ESO509-074	_bz     	2	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO510-026	_d      	1	4	D      	expdisk 	      	      	      	      	      	 1.000	14.596	 0.865	 19.19	23.007
ESO510-058	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.956	12.829	 0.666	 10.80	19.991
ESO510-058	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO510-059	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.898	13.224	 0.629	 27.76	22.436
ESO510-059	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO532-014	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.967	 0.437	 11.94	22.347
ESO532-022	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.959	14.152	 0.671	 17.99	22.423
ESO532-022	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO532-032	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO533-004	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO533-004	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO533-028	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.968	13.136	 0.525	  7.72	19.571
ESO533-028	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.032	16.848	 0.525	  0.79	18.333
ESO536-003	_zn     	2	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO536-003	_zn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
ESO540-016	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO541-004	_bd     	2	5	B      	sersic  	 0.021	16.408	 0.475	  3.64	 0.741	      	      	      	      	
ESO541-004	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.979	12.207	 0.463	 26.21	21.295
ESO541-005	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.774	15.348	 0.476	 19.57	23.801
ESO541-005	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
ESO544-027	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO544-030	_dd     	2	5	D      	sersic  	 0.326	14.176	 0.935	 24.94	 0.436	      	      	      	      	
ESO544-030	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.674	13.380	 0.572	 23.03	22.187
ESO545-002	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.448	 0.437	 20.44	22.997
ESO545-003	_bz     	2	4	B      	sersic  	 0.678	15.566	 0.218	 25.67	 0.697	      	      	      	      	
ESO545-003	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO545-005	_d      	1	3	D      	expdisk 	      	      	      	      	      	 1.000	13.200	 0.322	  9.35	20.049
ESO545-016	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.399	 0.776	 19.57	22.852
ESO546-034	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	15.777	 0.450	 16.05	23.800
ESO547-005	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.874	 0.740	 14.02	22.603
ESO547-012	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO547-020	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.873	 0.764	 17.45	23.077
ESO548-005	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.870	 0.851	 16.62	21.969
ESO548-009	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
ESO548-016	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.867	14.944	 0.430	 10.64	22.074
