#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:26 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/PASP/122/1397/s4g&-out=Name,RAJ2000,DEJ2000,amaj,ell,[3.6],M3.6,logM*,Dmean,TT,Vr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61221397
#Name: J/PASP/122/1397
#Title: Spitzer Survey of Stellar Structure in Galaxies (Sheth+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	creator=Sheth K.	    First author or institution
#INFO	cites=bibcode:2010PASP..122.1397S	    Article or Data origin sources
#INFO	journal=PASP	    Journal name
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/122/1397	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61221397	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_122_1397_s4g:
#Name: J/PASP/122/1397/s4g
#Title: S^4^G catalog Version 2 (2013-09)
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F5.1)	? Semi-major axis at level {mu}(3.6um)=25.5mag(AB)/arcsec^2^	[ucd=phys.angSize.smajAxis]
#Column	ell	(F6.3)	[0/1]? Ellipticity (1-b/a)	[ucd=src.ellipticity]
#Column	[3.6]	(F6.3)	? Spitzer/IRAC 3.6um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.3-4um]
#Column	M3.6	(F7.3)	? Absolute magnitude at 3.6um	[ucd=phys.magAbs;em.IR.3-4um]
#Column	logM*	(F6.3)	? Stellar mass	[ucd=phys.mass]
#Column	Dmean	(F7.3)	? Mean redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	TT	(F4.1)	? Morphological type code	[ucd=meta.code;src.morph.type]
#Column	Vr	(F7.1)	? Heliocentric radial velocity from radio measurement	[ucd=spect.dopplerVeloc;pos.heliocentric]
Name	RAJ2000	DEJ2000	amaj	ell	[3.6]	M3.6	logM*	Dmean	TT	Vr
NGC4688   	191.94382	+04.33594	 94.1	 0.107	12.791	-18.374	 9.667	 17.100	 6.0	  984.0
NGC4689   	191.93989	+13.76275	184.8	 0.182	10.606	-20.657	10.495	 17.891	 4.7	 1618.5
NGC4691   	192.05796	-03.33336	124.8	 0.150	10.805	-20.956	10.479	 22.500	 0.3	 1123.2
NGC4694   	192.06271	+10.98372	114.3	 0.220	11.554	-19.370	 9.892	 15.302	-2.0	 1181.8
NGC4698   	192.09546	+08.48736	171.9	 0.190	10.176	-21.693	10.848	 23.650	 1.7	 1008.3
NGC4699   	192.25917	-08.66433	281.2	 0.134	 8.994	-22.969	11.334	 24.700	 2.9	 1395.0
NGC4700   	192.28414	-11.40978	118.0	 0.739	12.278	-18.691	 9.548	 15.620	 4.9	 1407.9
PGC041965 	188.90715	-07.87676	112.3	 0.567	13.306	-18.133	 9.416	 19.400	 8.0	  984.2
PGC042068 	189.14577	+08.05476	 60.1	 0.435	14.327	-17.772	 9.230	       	 3.1	 1792.1
PGC042160 	189.42315	+08.55880	 44.4	 0.301	14.562	-16.473	 8.741	 16.100	 9.5	 1072.8
PGC042559 	190.34541	-03.05765	 43.3	 0.526	14.332	-17.256	 9.020	       	-0.8	 1447.5
PGC042868 	191.01480	-05.67606	101.7	 0.089	12.723	-19.301	 9.920	 25.400	 8.0	 1431.3
PGC043020 	191.42241	-06.06961	109.8	 0.254	12.788	-19.270	 9.854	 25.800	 8.9	 1475.6
PGC043236 	192.04061	-10.18666	 48.9	 0.629	14.629	-18.000	 9.308	       	 7.6	 2396.0
PGC043341 	192.32553	-04.01518	 56.8	 0.430	14.562	-17.096	 8.997	       	10.0	 1507.2
PGC043345 	192.34759	-10.11988	113.9	 0.158	12.614	-19.222	 9.812	 23.300	 9.0	 1308.0
PGC043458 	192.62267	-10.85454	108.5	 0.622	13.126	-19.352	 9.873	 31.300	 9.0	 2388.9
PGC043679 	193.11221	-09.75374	 92.3	 0.838	13.502	-19.393	 9.870	 37.940	 6.5	 2256.7
PGC043851 	193.48871	-12.10582	 60.0	 0.551	14.785	-16.406	 8.665	 17.300	 9.8	  823.1
PGC043970 	193.71270	-11.89234	 64.1	 0.805	14.676	-18.015	 9.333	       	 7.9	 2471.9
PGC044157 	194.14420	-13.39384	 43.8	 0.715	14.874	-18.208	 9.376	       	 9.0	 2962.8
PGC044278 	194.31589	-05.34594	 78.4	 0.528	13.995	-17.268	 8.927	       	 7.9	 1257.6
PGC044358 	194.44524	-09.63367	111.8	 0.820	12.601	-19.613	 9.949	 27.711	 6.7	 1483.1
PGC044506 	194.70270	-06.11223	 72.6	 0.771	14.552	-17.628	 9.162	 27.300	 7.9	 1603.0
PGC044532 	194.75858	+34.85998	116.5	 0.571	13.562	-16.956	 8.913	 12.695	 8.9	  839.7
PGC044735 	195.07134	-12.34663	 62.0	 0.485	13.944	-18.131	 9.362	 26.000	 9.7	 1581.2
PGC044906 	195.38837	-04.77569	 45.2	 0.420	15.215	-17.957	 9.289	 43.100	 8.0	 2978.5
PGC044952 	195.51367	-14.88242	 53.4	 0.422	13.490	-18.873	 9.659	 29.700	 5.0	 1343.4
PGC044954 	195.51194	-10.41283	 45.4	 0.652	14.275	-18.676	 9.559	       	 3.0	 2777.4
PGC044982 	195.55994	-17.23754	 49.4	 0.347	15.100	-14.156	 7.830	  7.100	 9.7	  748.5
PGC045084 	195.81990	-17.42290	130.8	 0.717	13.780	-14.991	 7.968	  5.677	 9.5	  747.4
PGC045195 	196.12994	-03.57232	116.0	 0.315	13.206	-18.784	 9.637	 25.000	 7.7	 1360.5
PGC045257 	196.31456	-16.88815	 53.1	 0.527	14.949	-18.031	 9.280	       	 9.0	 2842.0
PGC045359 	196.57684	-17.51497	 35.0	 0.310	15.649	-16.216	 8.637	 23.600	 9.9	 1471.3
PGC045650 	197.43368	-16.60213	 78.4	 0.653	12.088	-20.673	10.369	       	-1.1	 2578.1
PGC045652 	197.44545	-10.32547	226.0	 0.213	12.019	-19.663	 9.995	 21.700	 6.7	 1211.5
UGC09215  	215.86321	+01.72624	 91.7	 0.547	12.969	-19.282	 9.807	 28.200	 6.3	 1388.6
UGC05373  	150.00042	+05.33222	167.3	 0.439	12.310	-13.754	 7.576	  1.632	 9.9	  301.5
UGC05376  	150.11267	+03.37437	 70.3	 0.540	12.042	-20.256	10.173	       	 7.8	 2050.0
UGC05391  	150.42155	+37.24749	 66.5	 0.689	14.867	-17.191	 9.117	 25.800	 8.9	 1569.0
UGC05393  	150.42542	+33.13638	 56.4	 0.483	14.560	-17.359	 9.119	 24.200	 8.0	 1448.0
UGC05401  	150.63065	+19.03300	 37.1	 0.544	15.888	-16.437	 8.985	       	 9.7	 2004.3
UGC05403  	150.64809	+19.17700	 41.3	 0.441	12.749	-19.669	 9.970	       	 0.0	 2082.0
UGC05421  	151.17375	+55.31136	 55.1	 0.821	16.216	-14.708	 8.239	 15.300	 8.0	 1111.9
UGC05423  	151.37762	+70.36522	 52.1	 0.430	14.839	-14.582	 7.982	  7.660	 9.9	  346.6
UGC05427  	151.17061	+29.36438	 43.6	 0.427	15.071	-14.189	 7.818	  7.110	 7.7	  496.6
UGC05446  	151.62875	+32.94667	 44.6	 0.736	15.213	-17.613	 9.155	 36.750	 5.9	 1356.0
UGC05451  	151.82882	+47.00654	 76.3	 0.590	13.639	-16.680	 8.844	       	 9.9	  629.0
UGC05456  	151.83179	+10.36202	 50.8	 0.346	13.996	-14.043	 7.687	  4.053	 9.0	  538.5
UGC05459  	152.04162	+53.08344	229.3	 0.903	12.229	-19.486	 9.909	 22.029	 5.2	 1108.2
UGC05464  	152.03215	+29.54296	 36.6	 0.377	15.679	-15.349	 8.417	       	 8.7	 1018.0
UGC05478  	152.38255	+30.14989	 50.7	 0.185	14.533	-17.313	 9.096	 23.400	 9.9	 1377.1
UGC05522  	153.49542	+07.02404	 62.0	 0.548	14.124	-18.775	 9.841	 38.000	 6.4	 1219.7
UGC05524  	153.59025	+22.12451	 70.3	 0.787	14.257	-18.432	 9.521	 34.500	 5.9	 1639.4
UGC05540  	154.09110	+37.77985	 55.7	 0.710	14.639	-16.719	 8.839	       	 5.9	 1166.0
UGC05571  	154.92740	+52.06576	 31.7	 0.572	16.618	-13.844	 8.339	       	 8.8	  662.1
UGC05574  	154.92880	+22.45247	 39.8	 0.604	15.103	-16.569	 8.856	 21.600	 5.9	 1469.0
UGC05575  	154.94518	+22.59477	 34.3	 0.532	15.719	-15.990	 8.694	       	 9.8	 1464.1
UGC05612  	156.02775	+70.88220	102.6	 0.348	12.930	-18.475	 9.506	 19.100	 8.0	 1011.3
UGC05633  	156.16712	+14.75678	 77.8	 0.426	14.112	-17.734	 9.202	 23.400	 8.0	 1382.6
UGC05642  	156.42384	+11.73931	 50.0	 0.735	13.904	-19.470	 9.902	 47.300	 4.1	 2351.4
UGC05646  	156.47096	+14.36320	 71.8	 0.717	13.591	-17.924	 9.321	       	 4.0	 1369.1
UGC05672  	157.08665	+22.57166	 78.0	 0.715	13.954	-15.025	 8.178	  6.250	10.0	  531.0
UGC05676  	157.26890	+54.71646	 54.5	 0.412	14.352	-17.468	 9.179	       	 8.0	 1420.0
NGC2750   	136.44970	+25.43743	 81.0	 0.105	11.938	-20.984	10.526	 38.400	 5.3	 2683.7
NGC2764   	137.07297	+21.44338	 56.8	 0.386	12.193	-20.671	10.364	 37.400	-1.8	 2717.9
NGC2768   	137.90584	+60.03746	494.9	 0.653	 9.646	-21.867	10.948	 20.067	-4.5	 1410.0
NGC2770   	137.39021	+33.12345	122.4	 0.715	11.925	-20.491	10.323	 30.415	 5.3	 1947.4
NGC2775   	137.58395	+07.03798	218.6	 0.076	 9.473	-21.679	10.870	 17.000	 1.7	 1354.8
NGC2776   	138.06054	+44.95487	 90.8	 0.022	11.539	-20.663	10.380	 27.560	 5.2	 2628.1
NGC2780   	138.18486	+34.92559	 38.9	 0.321	13.264	-20.459	10.318	 55.550	 3.0	 1962.0
NGC2782   	138.52129	+40.11366	 91.5	 0.187	11.232	-20.612	10.280	 23.380	 1.1	 2556.8
NGC2787   	139.82738	+69.20333	155.9	 0.459	 9.922	-20.129	10.225	 10.240	-1.0	  698.9
NGC2793   	139.19430	+34.43168	 43.2	 0.139	13.614	-18.485	 9.524	 26.300	 8.7	 1684.5
NGC2798   	139.34527	+41.99998	 87.1	 0.477	11.366	-20.680	10.326	 25.660	 1.1	 1742.6
NGC2799   	139.37953	+41.99391	 52.5	 0.581	13.679	-18.509	 9.532	 27.400	 8.8	 1755.0
NGC2805   	140.08500	+64.10298	142.6	 0.191	11.783	-20.439	10.392	 27.820	 6.9	 1734.6
NGC2814   	140.29770	+64.25194	 51.6	 0.659	13.518	-18.646	 9.557	 27.100	 2.8	 1634.0
NGC2820   	140.44043	+64.25780	100.5	 0.751	12.101	-20.430	10.257	 32.089	 5.3	 1574.5
NGC2841   	140.51122	+50.97659	314.4	 0.487	 8.713	-22.410	11.137	 16.778	 3.0	  635.1
NGC2844   	140.45014	+40.15127	 71.2	 0.429	12.389	-20.503	10.357	 37.880	 0.6	 1489.4
NGC2854   	141.01317	+49.20423	 50.8	 0.478	12.501	-20.137	10.177	 33.700	 3.1	 2766.9
NGC2859   	141.07720	+34.51353	159.3	 0.160	10.467	-21.717	10.882	 27.333	-1.2	 1687.3
NGC2882   	141.65058	+07.95457	 60.4	 0.518	12.450	-20.445	10.314	 37.933	 5.0	 2150.5
NGC2893   	142.57066	+29.54000	 39.9	 0.043	12.719	-19.422	 9.909	 26.800	 0.3	 1702.7
NGC2894   	142.37601	+07.71884	109.2	 0.570	11.786	-21.346	10.700	 42.300	 1.0	 2142.5
NGC2903   	143.04240	+21.50183	365.5	 0.508	 8.400	-21.385	10.665	  9.058	 4.0	  555.3
NGC2906   	143.02597	+08.44182	 65.7	 0.372	11.724	-21.198	10.637	 38.400	 5.9	 2141.0
NGC2919   	143.69803	+10.28374	 66.1	 0.617	12.583	-20.520	10.337	 41.750	 3.7	 2429.1
NGC2938   	144.60405	+76.31930	 52.8	 0.364	14.027	-19.287	 9.828	 46.000	 5.8	 2283.4
NGC2962   	145.22472	+05.16591	109.9	 0.361	11.353	-21.297	10.716	 33.893	-1.1	 1959.7
NGC2964   	145.72589	+31.84737	108.8	 0.401	10.789	-20.842	10.449	 21.191	 4.1	 1317.4
NGC2966   	145.54784	+04.67314	 84.6	 0.518	12.077	-19.985	10.099	 25.850	 4.2	 2044.9
NGC3077   	150.82955	+68.73377	231.9	 0.214	 9.699	-18.057	 9.356	  3.557	 7.2	   11.1
NGC3079   	150.49090	+55.67988	257.0	 0.683	 9.585	-21.824	10.801	 19.133	 6.6	 1122.6
NGC3094   	150.35812	+15.77011	 55.4	 0.248	11.197	-21.771	10.248	 39.220	 1.1	 2405.2
NGC3098   	150.56961	+24.71117	 70.9	 0.530	11.816	-19.718	10.067	 20.267	-1.5	 1311.0
NGC3104   	150.98790	+40.75575	106.7	 0.422	13.382	-16.483	 8.687	  9.400	 9.9	  603.3
NGC3115   	151.30812	-07.71860	323.6	 0.380	 8.476	-21.561	10.855	 10.172	-2.9	  658.0
NGC3118   	151.79822	+33.02743	 69.7	 0.736	13.895	-18.325	 9.473	 27.800	 4.1	 1342.0
NGC3147   	154.22355	+73.40076	150.1	 0.121	 9.890	-23.200	11.414	 41.500	 3.9	 2814.1
NGC3153   	153.21050	+12.66662	 68.0	 0.558	13.092	-19.896	10.101	 39.600	 5.9	 2810.7
NGC3155   	154.41591	+74.34752	 52.7	 0.466	13.450	-20.105	10.171	 51.400	 3.5	 2943.3
NGC3162   	153.38161	+22.73756	 85.9	 0.127	11.775	-20.354	10.287	 26.660	 4.6	 1301.0
NGC3165   	153.38040	+03.37494	 47.9	 0.429	14.158	-17.179	 8.954	       	 8.5	 1332.8
NGC3166   	153.44042	+03.42489	192.2	 0.432	 9.850	-21.862	10.898	 22.000	 0.3	 1328.0
NGC3169   	153.56265	+03.46612	194.7	 0.246	 9.712	-21.695	10.853	 19.114	 1.2	 1237.7
NGC3177   	154.14230	+21.12306	 50.4	 0.144	11.601	-20.341	10.233	 24.460	 3.0	 1324.6
NGC3182   	154.88760	+58.20573	 85.5	 0.235	12.057	-20.525	10.374	       	 0.5	 2130.0
NGC3184   	154.57042	+41.42434	246.6	 0.145	 9.681	-20.707	10.425	 11.954	 5.9	  593.2
NGC3185   	154.41070	+21.68825	 88.9	 0.292	11.779	-20.186	10.215	 24.725	 1.2	 1236.1
NGC3187   	154.44944	+21.87336	 82.2	 0.586	13.201	-19.530	 9.951	 35.167	 5.0	 1580.2
NGC3190   	154.52356	+21.83218	159.8	 0.396	10.066	-21.802	10.893	 23.633	 0.9	 1313.3
NGC3193   	154.60384	+21.89399	129.1	 0.165	10.647	-21.688	10.870	 29.310	-4.8	 1361.0
NGC3198   	154.97921	+45.54977	226.6	 0.578	10.350	-20.378	10.296	 13.987	 5.2	  661.4
NGC3206   	155.44852	+56.93049	 76.8	 0.248	12.889	-18.693	 9.606	 20.725	 6.0	 1158.6
NGC3213   	155.32237	+19.65185	 42.5	 0.222	13.322	-19.205	 9.831	 32.025	 4.0	 1345.8
NGC3220   	155.93649	+57.02679	 45.4	 0.496	14.241	-17.261	 9.020	       	 3.0	 1192.0
NGC3225   	156.29139	+58.15004	 67.3	 0.522	13.184	-19.800	10.064	 39.529	 5.8	 2120.6
NGC3227   	155.87740	+19.86513	191.0	 0.227	10.049	-21.547	10.675	 20.850	 1.5	 1149.1
NGC3239   	156.27567	+17.16134	139.9	 0.325	12.178	-17.364	 9.079	  8.100	 9.8	  751.9
NGC2500   	120.47173	+50.73719	106.5	 0.133	11.817	-18.204	 9.420	 10.100	 7.0	  514.8
UGC04241  	122.34897	+57.76313	 68.3	 0.534	13.021	-18.714	 9.623	 22.225	 2.0	 1235.0
UGC04305  	124.77008	+70.72019	160.1	 0.160	12.040	-15.579	 8.268	  3.340	 9.9	  157.9
UGC04306  	124.40329	+35.44601	 47.4	 0.194	12.547	-20.084	10.100	 33.583	 1.3	 2400.0
UGC04390  	126.96623	+73.51747	 67.6	 0.288	13.888	-18.737	 9.633	 33.500	 6.6	 2169.2
UGC04393  	126.51897	+45.96805	 63.1	 0.305	13.394	-18.039	 9.371	 19.350	 3.5	 2124.1
UGC08084  	194.59331	+02.79270	 55.9	 0.278	14.425	-18.644	 9.576	 41.100	 8.0	 2771.2
UGC08085  	194.57210	+14.55714	 90.3	 0.785	13.666	-18.666	 9.550	 29.267	 5.8	 2041.5
UGC08127  	195.26539	-01.95311	 49.4	 0.732	15.515	-16.103	 8.539	       	 9.8	 1418.8
UGC08146  	195.53355	+58.70053	 78.0	 0.756	14.352	-16.938	 8.931	 18.115	 6.4	  668.4
UGC08153  	195.77472	+03.99191	 46.2	 0.066	14.593	-18.539	 9.516	 42.300	 6.6	 2862.2
UGC08155  	195.81120	+07.80222	 74.7	 0.312	13.179	-19.952	10.191	       	 2.2	 2922.9
UGC08166  	195.96855	+10.97245	 27.8	 0.734	16.315	-17.213	 8.948	 50.767	 6.0	 2942.5
UGC08181  	196.35242	+32.90000	 43.5	 0.720	15.581	-15.335	 8.273	       	 8.0	  883.9
UGC08201  	196.60380	+67.70693	110.5	 0.499	13.809	-14.406	 7.997	  4.394	 9.9	   31.5
UGC08246  	197.52000	+34.18093	 89.2	 0.762	14.384	-16.980	 8.838	 18.744	 5.9	  809.1
UGC08282  	197.96362	+60.24737	 44.9	 0.685	15.121	-18.217	 9.483	 46.500	 5.9	 2069.2
UGC08303  	198.32333	+36.21750	 59.3	 0.269	14.097	-17.440	 9.077	 20.300	 9.9	  945.0
UGC08313  	198.47509	+42.20980	 63.4	 0.633	14.463	-15.356	 8.275	  9.200	 5.0	  625.0
UGC08320  	198.61740	+45.91969	118.4	 0.597	13.678	-14.603	 7.971	  4.530	 9.9	  192.2
UGC08331  	198.87424	+47.49960	 70.9	 0.646	14.897	-13.900	 7.732	  5.747	 9.9	  259.9
UGC08365  	199.68825	+41.94976	 61.4	 0.452	14.516	-17.180	 9.102	 21.833	 6.4	 1265.0
UGC08385  	200.15953	+09.78754	 71.9	 0.564	14.272	-17.479	 9.156	 22.400	 9.0	 1133.0
UGC08441  	201.37155	+57.82150	 61.3	 0.428	14.673	-17.467	 9.175	 26.800	 9.9	 1519.0
UGC08449  	201.65248	+42.76435	 43.1	 0.698	15.614	-16.278	 8.586	 23.900	 7.9	 1233.8
UGC08489  	202.41135	+45.38781	 56.1	 0.626	14.951	-17.004	 8.841	 24.600	 8.0	 1302.4
UGC08507  	202.74516	+19.43744	 62.2	 0.214	13.730	-18.060	 9.525	 22.800	 9.8	  997.0
UGC08508  	202.68552	+54.90909	 70.5	 0.424	14.602	-12.503	 7.316	  2.636	 9.9	   59.2
UGC05677  	157.15920	+03.56045	 39.4	 0.652	15.860	-15.850	 8.509	 21.975	 8.0	 1155.0
UGC05688  	157.60342	+70.05021	 76.7	 0.322	13.914	-18.529	 9.538	 30.800	 8.8	 1920.3
UGC05689  	157.69217	+73.88533	 44.4	 0.584	13.823	-20.006	10.118	 58.300	 6.4	 2827.0
NGC4151   	182.63561	+39.40578	135.7	 0.332	10.108	-19.870	 9.775	  9.898	 2.0	  998.8
NGC4152   	182.65624	+16.03292	 63.2	 0.213	11.992	-20.634	10.348	 33.514	 5.0	 2166.9
NGC4157   	182.76824	+50.48501	198.2	 0.716	 9.804	-21.604	10.753	 19.129	 3.3	  770.8
NGC4158   	182.79233	+20.17563	 63.9	 0.335	12.380	-21.391	10.714	 56.760	 3.1	 2465.5
NGC4159   	182.72316	+76.12566	 49.6	 0.461	13.449	-18.835	 9.650	       	 6.5	 1752.4
NGC4162   	182.96873	+24.12363	 76.3	 0.371	11.819	-21.144	10.580	 39.133	 4.0	 2569.6
NGC4163   	183.03915	+36.16925	 69.2	 0.312	13.502	-13.827	 7.719	  2.923	 9.9	  164.0
NGC4165   	183.04918	+13.24648	 45.7	 0.341	13.475	-19.823	10.005	 45.675	 1.9	 1875.0
NGC4173   	183.08958	+29.20671	 92.3	 0.752	13.829	-15.640	 8.407	  7.828	 7.2	 1127.0
NGC4178   	183.19290	+10.86580	190.5	 0.616	11.292	-19.860	10.210	 17.000	 7.0	  375.5
NGC4180   	183.26278	+07.03885	 57.5	 0.410	11.646	-21.368	10.643	 40.080	 2.0	 2081.4
NGC4183   	183.32012	+43.69846	134.2	 0.764	12.385	-18.856	 9.665	 17.710	 5.8	  930.6
NGC4189   	183.44691	+13.42476	 90.0	 0.214	11.501	-20.914	10.491	 30.411	 6.0	 2114.4
NGC4190   	183.43575	+36.63337	 61.1	 0.088	13.393	-14.088	 7.787	  3.135	 9.9	  229.5
NGC4192   	183.45118	+14.90057	301.3	 0.692	 9.476	-21.543	10.771	 15.990	 2.6	 -138.1
NGC4193   	183.47325	+13.17295	 87.2	 0.531	11.975	-20.886	10.504	 37.354	 4.1	 2471.5
NGC4194   	183.54020	+54.52652	 88.9	 0.517	11.513	-21.448	10.501	 39.100	 9.5	 2502.0
NGC4197   	183.66030	+05.80478	 89.9	 0.694	12.582	-19.786	10.032	 29.756	 6.7	 2063.5
NGC4203   	183.77105	+33.19738	144.5	 0.144	10.067	-20.805	10.528	 14.940	-2.7	 1091.0
NGC4204   	183.80994	+20.65895	100.9	 0.116	12.819	-16.670	 8.755	  7.900	 8.0	  857.9
NGC4205   	183.73088	+63.78254	 72.7	 0.487	12.715	-19.163	 9.761	       	 4.0	 1417.0
NGC4206   	183.82006	+13.02404	158.3	 0.803	12.003	-19.565	 9.969	 20.592	 4.0	  703.3
NGC4207   	183.87681	+09.58494	 61.3	 0.353	11.871	-19.410	 9.870	 18.040	 9.3	  596.2
NGC4210   	183.81611	+65.98532	 61.6	 0.253	12.348	-20.766	10.457	       	 3.0	 2732.0
NGC4212   	183.91399	+13.90155	102.8	 0.309	10.769	-20.626	10.377	 19.014	 4.9	  -86.3
NGC4214   	183.91305	+36.32800	227.2	 0.011	10.210	-17.448	 9.076	  3.401	 9.8	  291.1
NGC4216   	183.97657	+13.14944	308.4	 0.716	 9.142	-22.025	10.997	 17.110	 3.0	  137.9
NGC4217   	183.96244	+47.09160	216.6	 0.655	10.006	-21.453	10.676	 19.577	 3.1	 1028.9
NGC4220   	184.04896	+47.88343	124.5	 0.529	10.778	-20.486	10.362	 17.900	-0.3	  925.5
ESO359-029	063.21048	-33.00286	 54.6	 0.477	14.791	-15.013	 8.072	       	 9.9	  874.4
ESO359-031	063.29181	-34.42530	 37.2	 0.153	14.778	-16.453	 8.688	       	 8.0	 1485.0
ESO361-009	071.74515	-35.91653	 53.8	 0.608	15.892	-15.077	 7.989	       	 9.9	 1344.9
ESO361-015	072.98900	-33.17927	 96.8	 0.689	13.146	-18.302	 9.477	 19.478	 6.7	 1169.9
ESO361-019	073.71962	-37.32085	 56.6	 0.635	14.171	-18.164	 9.369	       	 1.1	 2320.1
ESO362-009	077.99726	-32.97206	 96.8	 0.199	13.189	-16.854	 8.902	 10.200	 9.1	  930.1
ESO362-011	079.16179	-37.10284	150.0	 0.744	11.674	-19.855	10.022	 20.217	 4.3	 1344.7
ESO362-019	080.26546	-36.95673	 76.7	 0.694	14.651	-16.441	 8.614	 16.533	 8.9	 1285.1
ESO399-025	303.36543	-37.18876	 73.2	 0.272	12.469	-20.191	10.247	       	 0.4	 2539.8
ESO400-025	306.90966	-32.95758	 53.4	 0.503	14.755	-17.565	 9.114	       	 7.8	 2173.8
ESO402-025	320.56634	-36.62756	 36.4	 0.627	15.175	-17.502	 9.119	       	 4.8	 2574.5
ESO402-026	320.63072	-36.68153	 92.5	 0.597	11.658	-21.755	10.807	 48.150	 1.9	 2708.0
ESO402-030	321.68517	-34.49894	 38.5	 0.225	12.905	-19.877	10.072	       	-0.8	 2703.0
ESO403-024	326.66521	-36.20553	 43.5	 0.408	14.708	-18.002	 9.459	       	 6.0	 2618.0
ESO403-031	327.01685	-36.77266	 37.3	 0.424	15.488	-16.969	 9.046	 31.000	 4.0	 2548.0
ESO404-003	328.16558	-36.50273	 54.2	 0.455	13.397	-19.093	 9.784	       	 3.9	 2375.0
ESO404-012	329.28003	-34.58214	 79.0	 0.201	12.049	-20.759	10.443	 36.440	 5.1	 2647.5
ESO404-017	330.23372	-35.28663	 52.1	 0.632	15.090	-17.989	 9.350	 41.300	 7.6	 2512.8
ESO404-018	330.29220	-32.57877	 79.6	 0.874	15.191	-17.033	 8.893	 27.850	 6.8	 2269.4
ESO404-027	330.94923	-32.28499	 88.7	 0.598	12.976	-20.000	10.133	 39.380	 5.0	 2546.2
ESO406-042	345.55935	-37.08359	 53.7	 0.385	14.749	-16.718	 8.792	 19.650	 8.8	 1373.1
ESO407-007	347.41390	-36.42003	 65.9	 0.519	12.325	-20.257	10.202	 32.840	 3.1	 1629.9
ESO407-009	348.18680	-37.20793	 75.7	 0.631	13.788	-18.168	 9.410	 24.617	 6.7	 1569.4
ESO407-014	349.41483	-34.79080	 55.8	 0.397	13.156	-19.878	10.042	 40.445	 5.1	 2742.5
ESO407-018	351.61665	-32.38919	 56.3	 0.147	14.535	-11.956	 6.858	  1.987	 9.8	   62.0
ESO408-012	354.39370	-36.99620	 39.5	 0.415	15.085	-18.679	 9.724	 56.600	 6.8	 2989.4
ESO409-015	001.38364	-28.09991	 35.0	 0.508	15.873	-13.687	 7.787	       	 5.4	  733.1
ESO410-012	007.07330	-27.98252	 39.9	 0.762	16.736	-14.716	 8.050	       	 4.6	 1544.3
ESO410-018	008.54590	-30.77452	 56.1	 0.121	14.536	-16.857	 8.811	 19.000	 8.9	 1583.5
UGC08642  	204.87048	+46.01538	 41.5	 0.783	16.005	-16.679	 8.721	 34.425	 6.8	 2427.5
UGC08651  	204.97378	+40.73892	 61.5	 0.454	15.217	-12.294	 6.965	  3.178	 9.9	  201.6
UGC08658  	205.16607	+54.33288	 79.6	 0.415	13.164	-19.899	10.091	 40.986	 5.0	 2021.4
UGC08662  	205.32167	+33.77257	 48.3	 0.793	15.194	-17.346	 9.025	 32.200	 5.9	 2034.0
UGC08684  	205.56648	+60.77696	 82.8	 0.737	13.287	-19.588	 9.958	 37.575	 5.9	 2194.5
UGC08688  	205.87610	+43.46243	 41.8	 0.269	14.514	-17.234	 8.977	       	 7.8	 1355.0
UGC08693  	206.11816	+35.19275	 59.5	 0.302	13.541	-19.318	 9.997	       	 4.2	 2438.0
UGC08726  	206.95455	+40.48744	 54.9	 0.733	14.841	-17.486	 8.986	 29.200	 6.4	 2333.0
UGC08733  	207.16228	+43.41283	 65.8	 0.413	13.894	-18.730	 9.592	 33.475	 5.9	 2335.7
UGC08737  	207.06941	+68.08495	 87.0	 0.726	12.135	-20.827	10.432	 39.129	 4.0	 1782.3
