#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:46 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/234/18/table1&-out.max=unlimited&-out=Name,RAJ2000,DEJ2000,Dist,e_Dist,T,3.6mag,e_3.6mag,Group	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table1:
#Name: J/ApJS/234/18/table1
#Title: The GALEX/S^4^G sample
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F4.1)	[0.4/94.1] Redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dist	(F6.1)	[0/50.1]? Standard deviation in Dist (1)	[ucd=stat.error]
#Column	T	(F4.1)	[-5/10] Numerical morphological type from RC2 from HyperLEDA	[ucd=src.morph.type]
#Column	3.6mag	(F6.3)	[6.3/17.3] Spitzer/IRAC 3.6um band asymptotic AB magnitude (3)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_3.6mag	(F6.3)	[0.001/0.4] The 1{sigma} uncertainty in 3.6mag	[ucd=stat.error]
#Column	Group	(A4)	Group identifier (4)	[ucd=meta.id]
Name	RAJ2000	DEJ2000	Dist	e_Dist	T	3.6mag	e_3.6mag	Group
NGC4569   	189.207582	+13.162880	17.0	   3.8	 2.4	 9.267	 0.001	1
PGC091215 	189.229038	+01.615085	28.3	   0.8	 7.9	16.492	 0.014	0
NGC4571   	189.234933	+14.217348	17.0	   3.4	 6.5	10.959	 0.001	1
ESO442-013	189.306177	-28.493520	24.6	   4.7	 5.9	13.762	 0.008	413
PGC042160 	189.423150	+08.558800	16.1	      	 9.5	14.562	 0.149	1T
UGC07795  	189.439050	+07.103710	 0.8	      	 9.8	15.539	 0.015	0
NGC4580   	189.451589	+05.368519	17.0	   3.7	 1.6	11.507	 0.001	1
NGC4584   	189.574520	+13.109937	17.0	      	 1.5	13.083	 0.003	1
UGC07802  	189.587055	+07.891779	24.7	   1.2	 6.1	14.376	 0.001	1T
IC3611    	189.767176	+13.363627	17.0	      	-1.0	13.988	 0.005	1
NGC4591   	189.801880	+06.012247	17.0	   7.3	 3.3	12.808	 0.001	1
ESO506-029	189.814772	-26.910782	39.9	      	 6.0	14.350	 0.017	0
NGC4592   	189.828300	-00.531970	11.6	   2.7	 8.0	12.039	 0.005	247
NGC4593   	189.914371	-05.344142	33.9	   9.3	 3.0	10.542	 0.001	0
IC3631    	189.950134	+12.974010	17.0	   1.1	-1.2	13.847	 0.002	1
UGC07824  	189.959700	+01.672540	16.4	      	 9.0	14.806	 0.030	0
NGC4595   	189.966307	+15.297742	17.0	   2.0	 3.8	12.524	 0.001	1
NGC4596   	189.983179	+10.176125	17.0	      	-0.9	 9.940	 0.001	1
NGC4605   	189.997040	+61.609135	 4.9	   0.9	 5.1	10.193	 0.001	261
NGC4594   	189.997622	-11.622993	10.4	   3.4	 1.1	 7.447	 0.002	31
NGC4597   	190.052809	-05.799322	17.0	      	 8.7	12.504	 0.001	0
ESO506-033	190.057556	-25.326814	16.2	      	-2.0	11.867	 0.001	0
NGC4599   	190.112921	+01.196940	17.0	      	 0.4	12.379	 0.001	1
NGC4604   	190.187311	-05.302511	35.5	      	10.0	13.795	 0.001	0
UGC07844  	190.207499	+73.718885	48.1	   1.8	 6.1	15.534	 0.002	0
NGC4606   	190.239886	+11.911981	17.0	   4.4	 0.6	11.986	 0.001	1
NGC4607   	190.301651	+11.886833	17.0	   4.7	 4.0	11.951	 0.001	1
PGC042559 	190.345415	-03.057650	19.3	      	-0.8	14.332	 0.002	0
NGC4618   	190.387044	+41.150802	 7.3	      	 8.7	10.962	 0.001	0
NGC4625   	190.469657	+41.273867	 8.2	      	 8.8	12.292	 0.005	0
IC3687    	190.563000	+38.502600	 4.2	   0.8	 9.9	14.343	 0.001	212
NGC4628   	190.605202	-06.971030	44.9	   1.5	 2.9	11.781	 0.002	0
NGC4630   	190.629680	+03.960400	17.0	   1.1	 9.8	12.221	 0.002	1
NGC4632   	190.633300	-00.082499	17.0	   4.0	 5.1	11.527	 0.001	1
NGC4633   	190.655780	+14.357223	17.0	      	 7.9	13.308	 0.002	1
NGC4635   	190.663404	+19.945292	17.0	      	 6.6	12.870	 0.002	1
NGC4634   	190.669500	+14.298300	17.0	      	 5.9	11.609	 0.001	1
NGC4639   	190.718303	+13.257456	17.0	   2.7	 3.5	11.327	 0.001	1
NGC4641   	190.781898	+12.051248	17.0	      	-2.0	13.229	 0.019	1
NGC4642   	190.824095	-00.644271	42.4	   3.6	 3.9	13.005	 0.001	88
NGC4643   	190.833916	+01.978357	17.0	      	-0.6	10.040	 0.001	1
UGC07908  	190.909622	+73.613337	22.2	      	 5.9	14.540	 0.002	0
NGC4651   	190.927704	+16.393353	17.0	   5.6	 5.2	10.404	 0.001	1
NGC4653   	190.962184	-00.561305	40.2	   1.6	 6.0	12.439	 0.002	0
NGC4656   	190.991180	+32.169410	 6.3	   1.2	 9.0	11.853	 0.003	211
PGC042868 	191.014802	-05.676062	25.4	      	 8.0	12.723	 0.001	0
UGC07906  	191.040600	+12.114460	13.5	      	 9.9	16.071	 0.001	0
UGC07911  	191.119800	+00.468080	23.5	      	 8.8	13.410	 0.016	0
NGC4659   	191.122453	+13.498538	17.0	      	 0.0	11.990	 0.001	1
NGC4658   	191.157310	-10.083328	31.8	   6.1	 4.0	12.176	 0.001	65
IC3718    	191.189856	+12.351006	17.0	      	-5.0	13.635	 0.001	1
IC3727    	191.273609	+10.900936	17.0	      	 6.0	14.188	 0.024	1
NGC4666   	191.285943	-00.461991	18.2	   2.8	 5.1	 9.402	 0.001	9T
NGC4668   	191.383344	-00.535808	16.4	   1.9	 7.4	13.310	 0.004	36
UGC07941  	191.502614	+64.568425	43.2	   7.2	 7.0	14.952	 0.004	762
NGC4680   	191.728117	-11.637123	36.6	   5.2	 0.0	12.178	 0.001	65
PGC091228 	191.752715	+32.651635	18.8	   0.2	 7.9	17.256	 0.002	0
NGC4682   	191.814633	-10.063369	33.0	   5.8	 5.8	12.170	 0.001	0
NGC4684   	191.823046	-02.727365	19.3	   7.3	-1.1	11.269	 0.001	36
NGC4688   	191.943820	+04.335944	17.0	      	 6.0	12.791	 0.011	1
PGC043236 	192.040610	-10.186662	32.0	      	 7.6	14.629	 0.001	0
NGC4691   	192.057963	-03.333361	22.5	      	 0.3	10.805	 0.001	0
NGC4694   	192.062710	+10.983724	17.0	   5.0	-2.0	11.554	 0.001	1
NGC4698   	192.095456	+08.487359	17.0	   6.7	 1.7	10.176	 0.001	1
NGC4707   	192.095550	+51.165900	 8.0	      	 8.8	14.736	 0.005	0
IC3806    	192.230903	+14.907626	18.8	      	 0.9	13.207	 0.002	0
NGC4700   	192.284136	-11.409777	15.6	  11.9	 4.9	12.278	 0.001	27
PGC043341 	192.325531	-04.015179	20.1	      	10.0	14.562	 0.003	0
PGC043345 	192.347590	-10.119882	23.3	      	 9.0	12.614	 0.001	0
NGC4710   	192.411940	+15.165815	17.0	      	-0.9	10.248	 0.001	1
UGC07982  	192.459202	+02.852981	19.6	      	 4.7	12.675	 0.003	2T
NGC4713   	192.491200	+05.311358	17.0	   2.4	 6.8	11.803	 0.002	1
NGC4750   	192.530452	+72.874626	26.1	      	 2.4	10.663	 0.001	0
NGC4725   	192.610730	+25.500699	17.0	   2.8	 2.2	 8.912	 0.001	206
PGC043458 	192.622673	-10.854541	31.3	   6.2	 9.0	13.126	 0.002	65
UGC07991  	192.662682	+01.464231	29.9	   5.2	 6.6	13.667	 0.003	22
NGC4736   	192.721000	+41.120213	 5.1	   0.8	 2.4	 7.610	 0.005	212
NGC4731   	192.755100	-06.393520	19.8	   8.7	 5.9	11.630	 0.002	28
NGC4723   	192.762450	-13.236330	17.4	      	 8.8	14.977	 0.031	0
NGC4733   	192.778235	+10.912114	17.0	   1.8	-3.8	11.743	 0.001	1
NGC4749   	192.801585	+71.635388	29.6	   1.8	 3.0	11.826	 0.001	763
NGC4722   	192.884862	-13.329981	17.5	      	 0.0	12.080	 0.001	0
NGC4747   	192.940137	+25.775222	17.0	      	 7.1	12.095	 0.002	1
NGC4746   	192.980601	+12.082676	17.0	   5.5	 3.1	11.783	 0.001	1
NGC4754   	193.072962	+11.313866	17.0	   1.5	-2.4	10.110	 0.001	1
NGC4753   	193.091960	-01.199554	16.9	   4.7	-1.2	 9.261	 0.001	10
PGC043679 	193.112208	-09.753735	37.9	   2.3	 6.5	13.502	 0.001	0
NGC4758   	193.183368	+15.848609	17.0	   2.2	 9.1	12.535	 0.001	1
NGC4765   	193.310577	+04.463251	17.0	      	 0.0	13.038	 0.002	1
NGC4771   	193.338664	+01.269438	17.0	   1.9	 6.2	11.576	 0.001	1
NGC4772   	193.371597	+02.168340	17.0	  10.8	 1.2	10.961	 0.001	1
NGC4775   	193.440236	-06.622108	26.6	      	 6.9	11.835	 0.001	0
NGC4779   	193.461849	+09.710047	17.0	   1.5	 4.6	12.288	 0.001	1
PGC043851 	193.488710	-12.105820	17.3	      	 9.8	14.796	 0.001	0
NGC4789A  	193.521900	+27.149080	 4.1	   0.2	 9.9	15.382	 0.001	0
NGC4781   	193.599219	-10.537113	16.1	   3.8	 7.0	11.058	 0.001	27
NGC4800   	193.657441	+46.531158	22.5	  10.3	 3.0	10.955	 0.001	0
NGC4793   	193.669277	+28.938712	37.5	   4.2	 5.1	11.176	 0.001	4
UGC08040  	193.681520	+58.776677	34.0	      	 4.2	13.275	 0.001	0
NGC4791   	193.683173	+08.053144	33.8	      	 1.0	13.985	 0.020	0
IC3881    	193.702374	+19.177279	17.0	      	 5.8	13.750	 0.018	1
PGC043970 	193.712705	-11.892337	33.0	      	 7.9	14.676	 0.003	0
NGC4809   	193.713630	+02.652782	22.2	      	 9.9	14.471	 0.006	0
NGC4790   	193.716481	-10.247756	23.5	   0.5	 4.8	12.256	 0.001	0
UGC08052  	193.720666	+73.178684	20.6	      	 4.7	13.512	 0.001	0
UGC08041  	193.802651	+00.116778	16.3	   1.8	 6.9	12.623	 0.003	10
NGC4799   	193.814776	+02.896736	17.0	      	 3.2	12.412	 0.001	1
NGC4814   	193.841356	+58.344109	41.5	   1.5	 3.1	11.601	 0.001	783
UGC08048  	193.912050	-00.264850	12.4	   0.8	 9.5	16.070	 0.043	0
NGC4808   	193.953948	+04.304154	17.0	   1.8	 5.9	11.435	 0.001	1
UGC08053  	193.954686	+04.013985	20.2	      	 8.0	14.807	 0.002	0
NGC4802   	193.956960	-12.055179	11.5	      	-2.1	11.443	 0.001	31
NGC4806   	194.051696	-29.502817	32.1	      	 4.9	12.837	 0.001	0
UGC08056  	194.082737	+10.188733	36.0	      	 6.4	15.092	 0.002	0
PGC044157 	194.144200	-13.393839	39.5	      	 9.0	14.874	 0.012	0
IC3908    	194.169353	-07.562521	21.0	   0.8	 6.8	11.425	 0.001	0
NGC4826   	194.181848	+21.683075	17.0	   0.9	 2.3	 7.963	 0.001	1
NGC4818   	194.203723	-08.525242	20.1	   2.1	 2.0	10.573	 0.001	38
UGC08067  	194.300567	-01.706746	47.3	   2.3	 3.7	13.016	 0.009	89
PGC044278 	194.315894	-05.345941	16.8	      	 7.9	13.995	 0.005	0
PGC044358 	194.445236	-09.633665	27.7	   1.8	 6.7	12.601	 0.001	0
NGC4845   	194.505002	+01.575700	17.0	   5.3	 2.3	10.372	 0.001	1
UGC08085  	194.572099	+14.557143	29.3	   1.5	 5.8	13.666	 0.005	23
UGC08084  	194.593312	+02.792704	41.1	      	 8.0	14.425	 0.001	0
PGC044506 	194.702700	-06.112230	27.3	   0.2	 7.9	14.552	 0.035	0
PGC044532 	194.758584	+34.859978	12.7	   7.2	 8.9	13.562	 0.003	0
NGC4856   	194.838519	-15.042028	21.1	      	-0.7	10.243	 0.001	0
NGC4866   	194.862856	+14.171236	17.0	   7.0	-0.1	10.625	 0.001	1
ESO443-021	194.941287	-29.599978	47.5	   5.1	 5.7	12.631	 0.001	78
NGC4880   	195.044177	+12.483317	17.0	      	-1.4	11.946	 0.004	1
PGC044735 	195.071339	-12.346628	26.0	      	 9.7	13.944	 0.007	0
NGC4900   	195.163183	+02.501229	17.0	   7.1	 5.2	11.323	 0.001	1
NGC4897   	195.220631	-13.449838	45.0	   4.9	 4.0	12.191	 0.001	0
NGC4899   	195.235971	-13.944218	34.7	   4.6	 5.0	11.981	 0.001	0
NGC4904   	195.244504	-00.027610	17.0	   3.5	 5.8	11.885	 0.001	1
NGC4902   	195.248961	-14.513546	39.2	      	 3.0	10.756	 0.001	0
UGC08127  	195.265386	-01.953113	18.9	      	 9.8	15.515	 0.002	0
ESO507-065	195.270600	-26.091010	34.2	      	 8.6	14.918	 0.041	0
PGC044906 	195.388374	-04.775687	43.1	      	 8.0	15.215	 0.003	0
PGC044954 	195.511945	-10.412826	37.0	      	 3.0	14.275	 0.002	0
PGC044952 	195.513674	-14.882421	29.7	   5.8	 5.0	13.490	 0.002	0
NGC4920   	195.517820	-11.378805	17.8	      	10.0	14.030	 0.008	0
UGC08146  	195.533550	+58.700530	18.1	   3.0	 6.4	14.352	 0.003	118
PGC044982 	195.559940	-17.237540	 7.1	      	 9.7	15.100	 0.018	0
NGC4928   	195.752374	-08.084897	29.1	   0.6	 4.0	12.695	 0.002	0
UGC08153  	195.774719	+03.991911	42.3	      	 6.6	14.593	 0.002	0
UGC08155  	195.811197	+07.802216	39.0	      	 2.2	13.179	 0.082	0
PGC045084 	195.819900	-17.422900	 5.7	   1.0	 9.5	13.780	 0.004	245
UGC08166  	195.968551	+10.972446	50.8	   3.2	 6.0	16.315	 0.006	0
NGC4941   	196.054612	-05.551558	18.2	   6.7	 2.1	10.765	 0.001	0
NGC4942   	196.079625	-07.649544	32.6	   3.3	 6.9	13.168	 0.001	0
PGC045195 	196.129940	-03.572320	25.0	      	 7.7	13.206	 0.002	0
NGC4948   	196.233583	-07.948151	22.0	      	 7.3	12.896	 0.001	0
NGC4948A  	196.274367	-08.161587	26.2	      	 7.7	13.789	 0.005	0
NGC4951   	196.282111	-06.493844	16.6	   3.8	 6.0	11.486	 0.001	0
PGC045257 	196.314558	-16.888153	37.9	      	 9.0	14.949	 0.005	0
UGC08181  	196.352417	+32.900004	11.8	      	 8.0	15.581	 0.014	0
NGC4961   	196.448293	+27.734238	37.5	  10.4	 5.6	13.233	 0.001	4
NGC4958   	196.453743	-08.020209	18.5	   4.7	-1.9	10.200	 0.001	0
IC4182    	196.455748	+37.605226	 4.3	   0.7	 8.8	12.083	 0.004	212
PGC045359 	196.576837	-17.514970	23.6	      	 9.9	15.649	 0.030	0
UGC08201  	196.603800	+67.706930	 4.4	   0.9	 9.9	13.809	 0.008	220
ESO443-069	196.721036	-28.557378	34.8	   2.7	 6.0	12.699	 0.001	0
ESO508-007	196.782378	-24.110334	32.7	   5.2	 7.0	15.147	 0.022	0
NGC4965   	196.788944	-28.228221	42.5	   7.2	 6.7	12.414	 0.001	0
ESO508-011	196.937662	-22.857803	33.0	   5.4	 6.6	13.364	 0.003	73
ESO575-061	197.064135	-21.001360	29.4	   5.2	 7.0	14.511	 0.086	50
IC0851    	197.142947	+21.049853	34.9	      	 3.8	13.835	 0.001	836
NGC4981   	197.203149	-06.777515	24.7	   2.3	 4.0	11.141	 0.001	34
NGC4984   	197.238585	-15.516291	21.3	      	-0.8	10.234	 0.001	0
NGC4980   	197.291774	-28.641644	19.0	      	 1.1	13.372	 0.041	48
NGC4995   	197.419343	-07.833410	28.9	   3.4	 3.1	10.802	 0.001	34
PGC045652 	197.445450	-10.325470	21.7	      	 6.7	12.019	 0.007	0
UGC08246  	197.520000	+34.180930	18.7	   2.6	 5.9	14.384	 0.013	797
ESO443-079	197.594976	-27.976300	25.4	   2.8	 9.8	15.448	 0.004	52
ESO576-001	197.598995	-21.684189	85.6	  25.1	 3.1	13.405	 0.001	0
ESO576-003	197.648723	-21.748127	34.5	   7.3	 6.7	13.567	 0.001	93
NGC5002   	197.658982	+36.634275	14.5	      	 9.0	14.279	 0.001	0
NGC5005   	197.734421	+37.059029	19.9	   6.7	 4.0	 9.088	 0.001	797
ESO443-080	197.790230	-28.010120	36.8	  10.3	 8.7	14.523	 0.007	52
ESO576-005	197.824856	-19.828256	36.7	      	 8.0	14.430	 0.223	0
NGC5014   	197.880090	+36.282017	19.3	   2.2	 1.4	12.606	 0.001	797
NGC5012   	197.904381	+22.915584	37.5	   2.2	 5.1	11.317	 0.001	4
UGC08282  	197.963621	+60.247366	46.5	   7.1	 5.9	15.121	 0.002	742
PGC045824 	197.992614	-12.064280	32.0	      	 6.7	14.778	 0.006	0
NGC5016   	198.027832	+24.095029	37.5	   2.1	 4.4	12.276	 0.001	4
IC4213    	198.046350	+35.670380	19.6	   1.5	 5.8	13.689	 0.001	797
NGC5023   	198.049154	+44.038159	10.1	   3.5	 5.9	12.484	 0.001	210
ESO576-008	198.078717	-19.445963	37.6	      	-1.6	13.687	 0.007	0
PGC045877 	198.147584	-17.542433	35.4	   4.2	 4.9	11.326	 0.001	73
NGC5018   	198.254385	-19.518276	37.7	   6.2	-4.4	10.263	 0.001	93
ESO576-011	198.271297	-19.976962	36.9	   4.0	 5.8	12.699	 0.001	93
UGC08303  	198.323333	+36.217500	20.3	      	 9.9	14.097	 0.007	0
NGC5033   	198.364510	+36.593835	19.6	   7.4	 5.1	 9.422	 0.004	797
NGC5022   	198.378374	-19.546685	41.7	   8.0	 3.7	12.006	 0.002	93
UGC08313  	198.475094	+42.209803	 9.2	      	 5.0	14.463	 0.005	0
UGC08320  	198.617400	+45.919690	 4.5	   0.7	 9.9	13.678	 0.007	212
ESO508-030	198.728550	-23.143750	23.5	      	 9.9	15.761	 0.127	0
ESO576-017	198.804007	-17.966628	37.0	      	 7.0	14.248	 0.001	0
ESO443-085	198.808510	-32.253930	23.1	   3.7	 8.0	14.212	 0.001	0
UGC08331  	198.874242	+47.499598	 5.8	   2.2	 9.9	14.897	 0.102	210
NGC5042   	198.879230	-23.983885	15.6	   3.1	 5.0	11.454	 0.001	48
NGC5055   	198.955285	+42.029353	 8.3	   1.9	 4.0	 8.018	 0.001	210
NGC5054   	199.243655	-16.634561	19.9	   4.4	 4.2	10.109	 0.001	49
IC4216    	199.257790	-10.769939	37.9	      	 5.8	13.367	 0.001	0
PGC046261 	199.275600	-16.252180	46.7	   5.2	 5.2	13.305	 0.003	73
IC0863    	199.301756	-17.254394	33.6	      	 0.4	12.697	 0.001	0
IC4214    	199.427889	-32.101719	27.3	      	 1.4	10.745	 0.001	71
IC4221    	199.626520	-14.608889	37.5	   3.4	 4.7	12.784	 0.001	0
PGC046382 	199.670839	-08.445982	23.3	      	 9.9	14.184	 0.009	0
UGC08365  	199.688250	+41.949760	21.8	   1.7	 6.4	14.516	 0.006	801
NGC5073   	199.836139	-14.844605	37.4	   6.0	 5.1	11.595	 0.001	69
NGC5078   	199.958517	-27.410234	28.9	      	 0.9	 9.613	 0.001	0
ESO576-032	199.966741	-22.278931	29.1	  11.0	 5.8	12.201	 0.001	73
NGC5085   	200.073944	-24.439675	28.9	      	 5.0	10.572	 0.006	0
ESO508-051	200.123719	-26.085540	27.8	   5.9	 7.9	14.685	 0.004	51
UGC08385  	200.159532	+09.787536	22.4	      	 9.0	14.272	 0.005	0
ESO576-040	200.182506	-22.051112	22.6	   4.5	 6.7	13.872	 0.001	51
NGC5109   	200.219850	+57.643060	28.4	      	 5.3	13.540	 0.002	0
NGC5107   	200.354448	+38.536969	19.3	   3.0	 6.6	13.713	 0.001	0
NGC5101   	200.442364	-27.430411	27.4	      	 0.2	 9.805	 0.001	0
NGC5105   	200.454615	-13.206722	35.5	   1.6	 5.0	13.075	 0.003	94
NGC5116   	200.731782	+26.980613	37.5	   2.9	 4.9	12.484	 0.001	4
NGC5117   	200.735539	+28.316484	37.5	   4.5	 5.7	13.515	 0.020	4
IC4231    	200.806500	-26.299520	29.9	   3.0	 4.1	13.163	 0.001	52
IC4237    	201.136512	-21.136886	40.1	   4.5	 3.5	11.977	 0.001	73
NGC5145   	201.307892	+43.267357	39.4	  22.1	 2.0	11.719	 0.001	0
NGC5134   	201.327237	-21.134208	10.9	   7.5	 2.9	10.779	 0.001	50
UGC08441  	201.371550	+57.821500	26.8	      	 9.9	14.673	 0.012	0
ESO444-033	201.518758	-32.129030	31.5	   3.9	 8.4	14.735	 0.001	70
NGC5147   	201.582151	+02.100822	21.6	      	 7.9	12.144	 0.001	0
ESO576-059	201.645480	-22.238148	22.7	      	 9.8	14.779	 0.115	0
UGC08449  	201.652481	+42.764347	23.9	      	 7.9	15.614	 0.008	0
IC4247    	201.685200	-30.362500	 5.0	   0.1	 6.9	14.594	 0.002	231
ESO444-037	201.753600	-30.076410	34.8	   8.9	 7.5	15.149	 0.025	53
NGC5169   	202.041808	+46.672250	43.6	   6.4	 4.0	13.792	 0.002	0
NGC5173   	202.105290	+46.591670	38.0	      	-4.9	12.616	 0.010	0
IC4263    	202.138905	+46.927184	36.1	      	 6.6	14.580	 0.010	726
NGC5204   	202.402175	+58.420427	 5.2	   1.1	 8.9	11.978	 0.001	216
UGC08489  	202.411350	+45.387810	24.6	      	 8.0	14.951	 0.005	0
NGC5194   	202.469673	+47.195165	 7.9	   0.9	 4.0	 7.558	 0.001	0
NGC5195   	202.498124	+47.266156	 7.9	   0.9	 0.6	 8.918	 0.001	210
NGC5205   	202.515001	+62.511573	30.0	   4.1	 3.5	12.630	 0.004	743
UGC08507  	202.745160	+19.437440	22.8	      	 9.8	13.730	 0.001	0
UGC08516  	202.969100	+20.001227	23.3	   1.9	 5.9	13.442	 0.002	0
NGC5216   	203.028732	+62.700719	52.1	   5.4	-4.9	12.332	 0.002	0
NGC5218   	203.043333	+62.767866	51.4	   3.9	 3.0	11.700	 0.001	0
PGC047721 	203.308000	-16.121375	28.9	      	 4.0	11.913	 0.002	0
NGC5229   	203.511798	+47.915546	 9.4	   2.9	 6.8	13.837	 0.002	0
PGC047846 	203.666017	-12.329857	20.1	      	 8.9	14.268	 0.042	0
NGC5238   	203.677209	+51.613749	 4.9	   0.3	 8.0	13.857	 0.007	216
ESO509-074	203.922318	-24.073721	35.0	   3.1	 4.7	12.121	 0.001	81
UGC08588  	203.928286	+45.929622	26.4	      	 8.8	14.527	 0.002	0
UGC08575  	203.939980	+08.969313	22.9	      	 9.8	15.144	 0.002	0
NGC5240   	203.979981	+35.588220	51.0	   5.4	 5.8	12.847	 0.001	729
IC0902    	204.005264	+49.960741	32.1	   2.0	 3.0	12.775	 0.001	747
UGC08597  	204.065328	+46.200079	38.4	      	 6.6	14.326	 0.001	0
NGC5236   	204.253572	-29.865537	 7.0	   4.1	 5.0	 6.937	 0.001	231
PGC048087 	204.270323	-11.829853	36.5	      	 8.0	13.692	 0.002	0
UGC08614  	204.358607	+07.646745	21.6	      	 9.9	12.905	 0.004	0
NGC5248   	204.383361	+08.885187	16.9	   4.8	 4.0	 9.708	 0.001	694
NGC5247   	204.512580	-17.884120	22.2	      	 4.1	 9.923	 0.001	0
UGC08630  	204.603600	+33.117710	32.5	      	 5.7	13.664	 0.103	0
UGC08629  	204.627683	+08.442486	13.6	      	 9.8	14.844	 0.026	0
UGC08639  	204.749390	+51.434787	29.4	      	 9.7	14.864	 0.005	0
UGC08642  	204.870482	+46.015383	34.4	   5.7	 6.8	16.005	 0.001	726
NGC5254   	204.908040	-11.493816	33.0	   2.4	 5.0	11.616	 0.001	66
UGC08651  	204.973777	+40.738919	 3.2	   0.2	 9.9	15.217	 0.003	213
NGC5253   	204.983146	-31.640055	 3.7	   0.5	 8.9	10.465	 0.001	240
IC4316    	205.076544	-28.893078	 4.4	   0.0	 9.9	13.993	 0.001	240
UGC08658  	205.166067	+54.332885	41.0	   8.6	 5.0	13.164	 0.002	748
UGC08662  	205.321669	+33.772568	32.2	   0.7	 5.9	15.194	 0.001	0
NGC5264   	205.402460	-29.913220	 4.5	   0.3	 9.7	12.263	 0.002	231
NGC5273   	205.534942	+35.654273	16.0	   3.3	-1.9	11.281	 0.001	800
UGC08684  	205.566481	+60.776965	37.6	   1.8	 5.9	13.287	 0.002	742
UGC08688  	205.876096	+43.462425	18.1	      	 7.8	14.514	 0.013	0
UGC08693  	206.118162	+35.192746	32.5	      	 4.2	13.541	 0.136	729
NGC5289   	206.286310	+41.503343	39.8	   2.7	 2.0	12.337	 0.001	725
NGC5290   	206.329799	+41.712392	35.0	   3.4	 4.0	10.982	 0.001	725
NGC5297   	206.598724	+43.872350	33.2	   3.5	 4.9	11.422	 0.001	0
NGC5301   	206.602903	+46.107660	23.9	   2.0	 4.7	11.446	 0.001	807
NGC5300   	207.066964	+03.950817	21.6	   2.8	 5.2	11.742	 0.001	692
UGC08737  	207.069412	+68.084945	39.1	   4.2	 4.0	12.135	 0.001	745
ESO577-038	207.106650	-18.871460	37.1	   0.4	 6.9	16.889	 0.001	0
UGC08733  	207.162281	+43.412834	33.5	   3.3	 5.9	13.894	 0.001	725
NGC5311   	207.233606	+39.985205	35.3	      	-0.1	11.756	 0.003	0
NGC5313   	207.434784	+39.984754	42.5	   4.8	 3.1	11.349	 0.001	725
NGC5304   	207.506289	-30.578426	59.9	   7.1	-3.2	12.176	 0.010	2543
NGC5320   	207.584997	+41.366269	35.5	   5.1	 5.2	12.241	 0.006	725
UGC08756  	207.649636	+42.541223	33.8	   5.1	 1.2	13.022	 0.001	0
UGC08760  	207.710260	+38.017903	 3.6	   0.8	 9.8	14.945	 0.001	213
NGC5326   	207.711248	+39.574928	31.7	   5.0	 1.0	11.502	 0.001	0
NGC5336   	208.040902	+43.242907	31.0	      	 5.9	13.495	 0.003	0
NGC5337   	208.095945	+39.687306	52.2	      	 2.0	12.573	 0.001	0
UGC08795  	208.202096	+37.490987	44.0	   1.9	 6.0	14.557	 0.015	725
NGC5334   	208.226925	-01.114638	32.6	   5.5	 5.2	11.886	 0.001	0
NGC5346   	208.257954	+39.580807	40.7	   3.3	 5.8	13.805	 0.003	725
NGC5347   	208.324208	+33.490854	27.3	   8.1	 2.0	11.968	 0.001	0
NGC5350   	208.340092	+40.363994	31.3	   3.6	 3.6	11.320	 0.001	725
NGC5338   	208.360689	+05.207779	12.8	      	-2.0	13.081	 0.001	692
