#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:48 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/234/18/table3&-out.max=unlimited&-out=Name,sma,mu36corr,e_mu36corr,ell,tmagcorr,e_tmagcorr	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table3:
#Name: J/ApJS/234/18/table3
#Title: Surface brightness data for the 1931 galaxies
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	sma	(I3)	[6/498] Semi-major axis steps in arcsec	[ucd=phys.angSize;src]
#Column	mu36corr	(F6.3)	[14/39]? 3.6um aperture-corrected surface brightness (1)	[ucd=phot.mag.sb;em.IR.3-4um]
#Column	e_mu36corr	(F9.3)	[0/21707]? 1{sigma} uncertainty in SB36 (1)	[ucd=stat.error]
#Column	ell	(F6.3)	Ellipticity	[ucd=src.ellipticity]
#Column	tmagcorr	(F6.3)	[6/22]? 3.6um aperture-corrected AB magnitude inside aperture (1)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_tmagcorr	(F6.3)	[0/1.1]? 1{sigma} uncertainty in tmagcorr (1)	[ucd=stat.error]
Name	sma	mu36corr	e_mu36corr	ell	tmagcorr	e_tmagcorr
ESO145-025	 72	26.446	    0.574	 0.400	14.859	 0.103
ESO145-025	 78	26.473	    0.588	 0.400	14.827	 0.116
ESO145-025	 84	26.580	    0.648	 0.400	14.793	 0.129
ESO145-025	 90	27.440	    1.430	 0.400	14.773	 0.145
ESO145-025	 96	27.009	    0.961	 0.400	14.755	 0.162
ESO145-025	102	27.077	    1.023	 0.400	14.738	 0.179
ESO145-025	108	27.356	    1.321	 0.400	14.725	 0.200
ESO145-025	114	27.778	    1.947	 0.400	14.717	 0.221
ESO146-014	  6	21.858	    0.009	 0.792	18.410	 0.009
ESO146-014	 12	22.359	    0.012	 0.792	17.507	 0.009
ESO146-014	 18	22.864	    0.018	 0.792	17.005	 0.012
ESO146-014	 24	23.243	    0.024	 0.792	16.587	 0.015
ESO146-014	 30	23.640	    0.035	 0.792	16.266	 0.018
ESO146-014	 36	23.966	    0.046	 0.792	16.051	 0.021
ESO146-014	 42	24.342	    0.065	 0.792	15.917	 0.025
ESO146-014	 48	24.569	    0.080	 0.792	15.802	 0.029
ESO146-014	 54	24.555	    0.078	 0.792	15.697	 0.033
ESO146-014	 60	24.984	    0.116	 0.792	15.582	 0.037
ESO146-014	 66	25.294	    0.154	 0.792	15.519	 0.041
ESO146-014	 72	25.471	    0.181	 0.792	15.477	 0.046
ESO146-014	 78	25.768	    0.237	 0.792	15.438	 0.052
ESO146-014	 84	25.754	    0.234	 0.792	15.396	 0.059
ESO146-014	 90	25.999	    0.292	 0.792	15.368	 0.065
ESO146-014	 96	26.295	    0.384	 0.792	15.337	 0.072
ESO146-014	102	26.223	    0.358	 0.792	15.317	 0.081
ESO146-014	108	26.817	    0.619	 0.792	15.294	 0.089
ESO146-014	114	26.686	    0.548	 0.792	15.277	 0.098
ESO146-014	120	27.508	    1.168	 0.792	15.260	 0.107
ESO146-014	126	28.609	    3.217	 0.792	15.249	 0.117
ESO146-014	138	27.830	    1.569	 0.792	15.230	 0.138
ESO146-014	144	29.112	    5.104	 0.792	15.223	 0.149
ESO146-014	150	      	         	 0.792	15.214	 0.161
ESO146-014	156	      	         	 0.792	15.213	 0.173
ESO146-014	162	28.556	    3.057	 0.792	15.211	 0.184
ESO146-014	168	27.285	    0.947	 0.792	15.205	 0.193
ESO146-014	174	27.793	    1.512	 0.792	15.195	 0.202
ESO149-001	  6	21.057	    0.006	 0.763	17.374	 0.006
ESO149-001	 12	21.445	    0.008	 0.763	16.098	 0.006
ESO149-001	 18	21.822	    0.011	 0.763	15.622	 0.007
ESO149-001	 24	22.109	    0.014	 0.763	15.309	 0.008
ESO149-001	 30	22.274	    0.016	 0.763	15.033	 0.010
ESO149-001	 36	22.436	    0.018	 0.763	14.730	 0.011
ESO149-001	 42	22.551	    0.020	 0.763	14.481	 0.012
ESO149-001	 48	22.711	    0.023	 0.763	14.269	 0.014
ESO149-001	 54	23.014	    0.031	 0.763	14.117	 0.015
ESO149-001	 60	23.292	    0.039	 0.763	14.007	 0.017
ESO149-001	 66	23.538	    0.049	 0.763	13.919	 0.019
ESO149-001	 72	23.720	    0.058	 0.763	13.849	 0.021
ESO149-001	 78	23.890	    0.068	 0.763	13.794	 0.023
ESO149-001	 84	24.124	    0.084	 0.763	13.736	 0.026
ESO149-001	 90	24.409	    0.110	 0.763	13.690	 0.028
ESO149-001	 96	24.674	    0.140	 0.763	13.656	 0.031
ESO149-001	102	24.964	    0.183	 0.763	13.628	 0.034
ESO149-001	108	25.175	    0.221	 0.763	13.606	 0.038
ESO149-001	114	25.542	    0.311	 0.763	13.589	 0.041
ESO149-001	120	25.907	    0.435	 0.763	13.576	 0.045
ESO149-001	126	25.815	    0.399	 0.763	13.565	 0.049
ESO149-001	132	26.132	    0.534	 0.763	13.557	 0.052
ESO149-001	138	26.308	    0.628	 0.763	13.551	 0.056
ESO149-001	144	26.449	    0.715	 0.763	13.545	 0.061
ESO149-001	150	27.194	    1.418	 0.763	13.540	 0.066
ESO149-001	156	27.463	    1.817	 0.763	13.537	 0.071
ESO149-001	162	26.813	    0.998	 0.763	13.534	 0.076
ESO149-001	168	26.757	    0.948	 0.763	13.528	 0.081
ESO149-001	174	28.939	    7.070	 0.763	13.524	 0.085
ESO149-001	180	27.775	    2.419	 0.763	13.522	 0.090
ESO149-001	186	28.441	    4.468	 0.763	13.520	 0.096
ESO149-001	192	27.377	    1.676	 0.763	13.518	 0.101
ESO149-001	198	27.809	    2.495	 0.763	13.515	 0.105
ESO149-001	204	29.065	    7.931	 0.763	13.513	 0.110
ESO149-001	210	27.632	    2.119	 0.763	13.512	 0.115
ESO149-001	216	27.424	    1.750	 0.763	13.509	 0.119
ESO149-001	222	27.881	    2.665	 0.763	13.507	 0.123
ESO149-003	  6	22.762	    0.013	 0.643	18.688	 0.012
ESO149-003	 12	23.025	    0.014	 0.643	17.495	 0.012
ESO149-003	 18	23.307	    0.018	 0.643	16.795	 0.013
ESO149-003	 24	23.951	    0.031	 0.643	16.448	 0.016
ESO149-003	 30	24.589	    0.055	 0.643	16.249	 0.020
ESO149-003	 36	25.105	    0.088	 0.643	16.131	 0.025
ESO149-003	 42	25.565	    0.133	 0.643	16.059	 0.031
ESO149-003	 48	26.122	    0.221	 0.643	16.007	 0.038
ESO149-003	 54	26.422	    0.290	 0.643	15.975	 0.045
ESO149-003	 60	26.678	    0.366	 0.643	15.944	 0.052
ESO149-003	 66	26.445	    0.295	 0.643	15.904	 0.062
ESO149-003	 72	26.979	    0.481	 0.643	15.864	 0.072
ESO149-003	 78	26.856	    0.429	 0.643	15.833	 0.081
ESO149-003	 84	27.370	    0.688	 0.643	15.805	 0.092
ESO150-005	  6	22.651	    0.025	 0.286	17.641	 0.019
ESO150-005	 12	23.158	    0.038	 0.286	16.505	 0.026
ESO150-005	 18	23.566	    0.054	 0.286	15.915	 0.033
ESO150-005	 24	23.946	    0.076	 0.286	15.569	 0.041
ESO150-005	 30	24.133	    0.090	 0.286	15.342	 0.049
ESO150-005	 36	24.274	    0.102	 0.286	15.128	 0.057
ESO150-005	 42	24.529	    0.128	 0.286	14.952	 0.065
ESO150-005	 48	24.636	    0.141	 0.286	14.791	 0.074
ESO150-005	 54	24.857	    0.173	 0.286	14.652	 0.083
ESO150-005	 60	24.933	    0.185	 0.286	14.555	 0.092
ESO150-005	 66	24.964	    0.190	 0.286	14.477	 0.099
ESO150-005	 72	24.999	    0.196	 0.286	14.393	 0.105
ESO150-005	 78	25.217	    0.240	 0.286	14.321	 0.113
ESO150-005	 84	25.414	    0.287	 0.286	14.262	 0.122
ESO150-005	 90	25.888	    0.445	 0.286	14.211	 0.132
ESO150-005	 96	26.310	    0.656	 0.286	14.176	 0.146
ESO150-005	102	26.789	    1.019	 0.286	14.148	 0.161
ESO150-005	108	27.066	    1.314	 0.286	14.129	 0.178
ESO150-005	114	28.843	    6.751	 0.286	14.116	 0.198
ESO150-005	120	27.710	    2.376	 0.286	14.111	 0.219
ESO150-005	126	28.882	    6.995	 0.286	14.106	 0.240
ESO150-005	132	31.451	   74.516	 0.286	14.101	 0.263
ESO150-005	138	      	         	 0.286	14.101	 0.289
ESO150-005	144	      	         	 0.286	14.106	 0.319
ESO150-005	150	      	         	 0.286	14.110	 0.349
ESO154-023	  6	22.412	    0.023	 0.803	18.896	 0.022
ESO154-023	 12	22.553	    0.025	 0.803	17.537	 0.022
ESO154-023	 18	22.624	    0.026	 0.803	16.709	 0.023
ESO154-023	 24	22.706	    0.028	 0.803	16.179	 0.025
ESO154-023	 30	22.677	    0.027	 0.803	15.737	 0.026
ESO154-023	 36	22.858	    0.032	 0.803	15.400	 0.027
ESO154-023	 42	22.983	    0.036	 0.803	15.151	 0.029
ESO154-023	 48	23.046	    0.038	 0.803	14.948	 0.030
ESO154-023	 54	23.118	    0.041	 0.803	14.781	 0.031
ESO154-023	 60	23.167	    0.043	 0.803	14.629	 0.033
ESO154-023	 66	23.229	    0.045	 0.803	14.498	 0.034
ESO154-023	 72	23.390	    0.052	 0.803	14.378	 0.035
ESO154-023	 78	23.377	    0.052	 0.803	14.273	 0.037
ESO154-023	 84	23.545	    0.060	 0.803	14.163	 0.040
ESO154-023	 90	23.564	    0.061	 0.803	14.061	 0.042
ESO154-023	 96	23.703	    0.070	 0.803	13.969	 0.045
ESO154-023	102	23.858	    0.081	 0.803	13.881	 0.047
ESO154-023	108	23.924	    0.086	 0.803	13.803	 0.050
ESO154-023	114	23.912	    0.085	 0.803	13.725	 0.053
ESO154-023	120	24.080	    0.099	 0.803	13.653	 0.055
ESO154-023	126	24.109	    0.101	 0.803	13.594	 0.058
ESO154-023	132	24.173	    0.107	 0.803	13.540	 0.060
ESO154-023	138	24.311	    0.122	 0.803	13.488	 0.063
ESO154-023	144	24.371	    0.129	 0.803	13.437	 0.065
ESO154-023	150	24.402	    0.133	 0.803	13.390	 0.068
ESO154-023	156	24.502	    0.145	 0.803	13.349	 0.071
ESO154-023	162	24.585	    0.157	 0.803	13.317	 0.074
ESO154-023	168	24.724	    0.178	 0.803	13.287	 0.077
ESO154-023	174	24.665	    0.169	 0.803	13.258	 0.079
ESO154-023	180	24.864	    0.203	 0.803	13.229	 0.082
ESO154-023	186	24.939	    0.218	 0.803	13.203	 0.085
ESO154-023	192	25.086	    0.249	 0.803	13.180	 0.087
ESO154-023	198	25.146	    0.263	 0.803	13.156	 0.090
ESO154-023	204	25.236	    0.286	 0.803	13.133	 0.092
ESO154-023	210	25.356	    0.319	 0.803	13.112	 0.094
ESO154-023	216	25.680	    0.430	 0.803	13.098	 0.097
ESO154-023	222	25.671	    0.427	 0.803	13.087	 0.100
ESO154-023	228	25.953	    0.553	 0.803	13.077	 0.102
ESO154-023	234	26.092	    0.629	 0.803	13.069	 0.105
ESO154-023	240	26.039	    0.599	 0.803	13.061	 0.108
ESO154-023	246	26.051	    0.606	 0.803	13.053	 0.110
ESO154-023	252	26.100	    0.634	 0.803	13.046	 0.113
ESO154-023	258	26.052	    0.606	 0.803	13.040	 0.116
ESO154-023	264	26.198	    0.693	 0.803	13.036	 0.119
ESO154-023	270	26.480	    0.899	 0.803	13.031	 0.122
ESO154-023	276	26.466	    0.887	 0.803	13.026	 0.125
ESO154-023	282	26.517	    0.930	 0.803	13.022	 0.128
ESO154-023	288	26.790	    1.196	 0.803	13.019	 0.132
ESO154-023	294	26.826	    1.236	 0.803	13.016	 0.136
ESO154-023	300	26.840	    1.253	 0.803	13.013	 0.140
ESO154-023	306	26.730	    1.131	 0.803	13.011	 0.144
ESO154-023	312	26.928	    1.357	 0.803	13.009	 0.148
ESO154-023	318	26.923	    1.352	 0.803	13.006	 0.153
ESO154-023	324	27.420	    2.135	 0.803	13.005	 0.157
ESO154-023	330	27.162	    1.685	 0.803	13.003	 0.162
ESO154-023	336	27.777	    2.968	 0.803	13.002	 0.167
ESO154-023	342	28.367	    5.108	 0.803	13.002	 0.172
ESO157-049	  6	19.038	    0.001	 0.650	14.525	 0.001
ESO157-049	 12	20.072	    0.003	 0.650	13.581	 0.001
ESO157-049	 18	20.807	    0.006	 0.650	13.152	 0.002
ESO157-049	 24	21.272	    0.009	 0.650	12.910	 0.002
ESO157-049	 30	22.183	    0.020	 0.650	12.792	 0.003
ESO157-049	 36	23.008	    0.042	 0.650	12.738	 0.005
ESO157-049	 42	23.739	    0.082	 0.650	12.708	 0.006
ESO157-049	 48	24.344	    0.143	 0.650	12.692	 0.007
ESO157-049	 54	24.863	    0.231	 0.650	12.682	 0.009
ESO157-049	 60	25.468	    0.403	 0.650	12.676	 0.011
ESO157-049	 66	25.679	    0.490	 0.650	12.671	 0.013
ESO157-049	 72	26.091	    0.715	 0.650	12.667	 0.016
ESO157-049	 78	26.126	    0.739	 0.650	12.664	 0.018
ESO157-049	 84	26.722	    1.278	 0.650	12.662	 0.021
ESO157-049	 90	26.540	    1.080	 0.650	12.661	 0.023
ESO157-049	 96	26.859	    1.449	 0.650	12.659	 0.026
ESO157-049	102	26.926	    1.540	 0.650	12.657	 0.029
ESO157-049	108	27.155	    1.902	 0.650	12.656	 0.032
ESO159-025	  6	23.274	    0.024	 0.154	18.221	 0.020
ESO159-025	 12	23.634	    0.030	 0.154	16.966	 0.021
ESO159-025	 18	24.015	    0.040	 0.154	16.356	 0.025
ESO159-025	 24	24.329	    0.052	 0.154	15.948	 0.030
ESO159-025	 30	24.746	    0.076	 0.154	15.690	 0.036
ESO159-025	 36	25.432	    0.141	 0.154	15.554	 0.042
ESO159-025	 42	25.800	    0.196	 0.154	15.474	 0.050
ESO159-025	 48	25.935	    0.221	 0.154	15.397	 0.060
ESO159-025	 54	26.519	    0.376	 0.154	15.334	 0.072
ESO159-025	 60	26.580	    0.397	 0.154	15.292	 0.085
ESO159-025	 66	26.990	    0.577	 0.154	15.253	 0.097
ESO159-025	 72	29.004	    3.677	 0.154	15.227	 0.112
ESO187-035	  6	22.952	    0.021	 0.429	18.143	 0.016
ESO187-035	 12	23.693	    0.036	 0.429	17.070	 0.020
ESO187-035	 18	24.019	    0.047	 0.429	16.522	 0.026
ESO187-035	 24	24.746	    0.089	 0.429	16.191	 0.033
ESO187-035	 30	24.998	    0.110	 0.429	16.026	 0.042
ESO187-035	 36	25.124	    0.122	 0.429	15.875	 0.049
ESO187-035	 42	25.492	    0.170	 0.429	15.758	 0.059
ESO187-035	 48	26.050	    0.283	 0.429	15.677	 0.069
ESO187-035	 54	26.289	    0.351	 0.429	15.619	 0.082
ESO187-035	 60	26.889	    0.608	 0.429	15.557	 0.097
ESO187-035	 66	26.916	    0.622	 0.429	15.518	 0.113
ESO187-035	 72	26.676	    0.497	 0.429	15.482	 0.128
ESO187-035	 78	28.054	    1.764	 0.429	15.454	 0.147
ESO187-035	 84	29.906	    9.690	 0.429	15.440	 0.168
ESO187-035	 90	28.119	    1.865	 0.429	15.428	 0.188
ESO187-035	 96	28.234	    2.072	 0.429	15.418	 0.211
ESO187-051	  6	22.984	    0.028	 0.550	18.582	 0.024
ESO187-051	 12	23.525	    0.043	 0.550	17.363	 0.028
ESO187-051	 18	24.065	    0.068	 0.550	16.756	 0.035
ESO187-051	 24	24.311	    0.083	 0.550	16.398	 0.044
ESO187-051	 30	24.604	    0.108	 0.550	16.130	 0.054
ESO187-051	 36	24.796	    0.128	 0.550	15.931	 0.063
ESO187-051	 42	24.831	    0.132	 0.550	15.763	 0.072
ESO187-051	 48	24.992	    0.152	 0.550	15.625	 0.080
ESO187-051	 54	25.253	    0.193	 0.550	15.497	 0.087
ESO187-051	 60	25.436	    0.228	 0.550	15.396	 0.096
ESO187-051	 66	25.660	    0.279	 0.550	15.328	 0.107
ESO187-051	 72	26.103	    0.419	 0.550	15.263	 0.116
ESO187-051	 78	26.163	    0.442	 0.550	15.212	 0.131
ESO187-051	 84	26.238	    0.473	 0.550	15.163	 0.145
ESO187-051	 90	26.740	    0.750	 0.550	15.124	 0.161
ESO187-051	 96	26.852	    0.832	 0.550	15.090	 0.178
ESO187-051	102	26.372	    0.534	 0.550	15.064	 0.195
ESO187-051	108	27.725	    1.856	 0.550	15.046	 0.217
ESO187-051	114	29.209	    7.272	 0.550	15.033	 0.239
ESO202-035	  6	18.915	    0.001	 0.720	15.104	 0.001
ESO202-035	 12	19.632	    0.002	 0.720	14.024	 0.001
ESO202-035	 18	20.293	    0.003	 0.720	13.507	 0.001
ESO202-035	 24	20.763	    0.004	 0.720	13.187	 0.002
ESO202-035	 30	21.306	    0.007	 0.720	12.985	 0.002
ESO202-035	 36	21.838	    0.010	 0.720	12.850	 0.003
ESO202-035	 42	22.341	    0.016	 0.720	12.761	 0.003
ESO202-035	 48	22.884	    0.027	 0.720	12.706	 0.004
ESO202-035	 54	23.352	    0.041	 0.720	12.665	 0.005
ESO202-035	 60	23.878	    0.066	 0.720	12.644	 0.006
ESO202-035	 66	24.541	    0.121	 0.720	12.629	 0.007
ESO202-035	 72	25.112	    0.204	 0.720	12.620	 0.008
ESO202-035	 78	25.926	    0.430	 0.720	12.615	 0.009
ESO202-035	 84	26.845	    1.001	 0.720	12.612	 0.010
ESO202-035	 90	26.717	    0.887	 0.720	12.610	 0.012
ESO202-035	 96	      	         	 0.720	12.611	 0.013
ESO202-035	102	      	         	 0.720	12.611	 0.015
ESO202-035	108	27.810	    2.416	 0.720	12.611	 0.017
ESO202-035	114	      	         	 0.720	12.611	 0.019
ESO202-035	120	27.417	    1.679	 0.720	12.612	 0.021
ESO202-035	126	29.632	   12.896	 0.720	12.612	 0.023
ESO202-035	132	29.344	    9.876	 0.720	12.612	 0.025
ESO359-003	138	      	         	 0.680	14.429	 0.289
ESO202-035	138	29.431	   10.698	 0.720	12.612	 0.027
ESO202-035	144	27.414	    1.667	 0.720	12.611	 0.030
ESO202-035	150	28.227	    3.524	 0.720	12.611	 0.032
ESO202-035	156	27.230	    1.405	 0.720	12.610	 0.035
ESO202-035	162	      	         	 0.720	12.610	 0.037
ESO202-035	168	27.621	    2.013	 0.720	12.610	 0.040
ESO202-035	174	      	         	 0.720	12.610	 0.042
ESO202-035	180	29.209	    8.677	 0.720	12.609	 0.045
ESO202-041	  6	22.882	    0.020	 0.417	18.002	 0.015
ESO202-041	 12	23.802	    0.041	 0.417	17.032	 0.020
ESO202-041	 18	24.178	    0.055	 0.417	16.575	 0.027
ESO202-041	 24	24.547	    0.076	 0.417	16.271	 0.034
ESO202-041	 30	24.965	    0.110	 0.417	16.083	 0.042
ESO202-041	 36	25.268	    0.144	 0.417	15.946	 0.052
ESO202-041	 42	25.875	    0.250	 0.417	15.820	 0.065
ESO202-041	 48	26.325	    0.377	 0.417	15.747	 0.080
ESO202-041	 54	26.899	    0.637	 0.417	15.697	 0.096
ESO202-041	 60	27.331	    0.944	 0.417	15.669	 0.113
ESO202-041	 66	      	         	 0.417	15.658	 0.136
ESO202-041	 72	      	         	 0.417	15.661	 0.164
ESO202-041	 78	30.086	   11.859	 0.417	15.665	 0.192
ESO202-041	 84	      	         	 0.417	15.674	 0.225
ESO234-043	  6	22.257	    0.013	 0.263	17.156	 0.009
ESO234-043	 12	22.849	    0.021	 0.263	16.204	 0.013
ESO234-043	 18	23.405	    0.035	 0.263	15.712	 0.018
ESO234-043	 24	23.848	    0.051	 0.263	15.394	 0.023
ESO234-043	 30	24.195	    0.070	 0.263	15.183	 0.029
ESO234-043	 36	24.370	    0.082	 0.263	15.050	 0.035
ESO234-043	 42	24.586	    0.099	 0.263	14.924	 0.040
ESO234-043	 48	24.919	    0.135	 0.263	14.812	 0.048
ESO234-043	 54	25.245	    0.181	 0.263	14.716	 0.056
ESO234-043	 60	25.595	    0.250	 0.263	14.649	 0.066
ESO234-043	 66	25.871	    0.322	 0.263	14.599	 0.076
ESO234-043	 72	26.135	    0.410	 0.263	14.563	 0.086
ESO234-043	 78	26.584	    0.619	 0.263	14.530	 0.098
ESO234-043	 84	26.839	    0.782	 0.263	14.505	 0.109
ESO234-043	 90	28.986	    5.649	 0.263	14.497	 0.122
ESO234-049	  6	20.637	    0.003	 0.200	15.451	 0.002
ESO234-049	 12	21.369	    0.005	 0.200	14.394	 0.003
ESO234-049	 18	21.929	    0.008	 0.200	13.892	 0.004
ESO234-049	 24	22.433	    0.012	 0.200	13.611	 0.005
ESO234-049	 30	22.846	    0.018	 0.200	13.419	 0.007
ESO234-049	 36	23.116	    0.023	 0.200	13.291	 0.008
ESO234-049	 42	23.528	    0.033	 0.200	13.222	 0.009
ESO234-049	 48	24.164	    0.059	 0.200	13.177	 0.011
ESO234-049	 54	24.915	    0.118	 0.200	13.152	 0.012
ESO234-049	 60	25.630	    0.227	 0.200	13.135	 0.015
ESO234-049	 66	26.962	    0.771	 0.200	13.126	 0.017
ESO234-049	 72	26.593	    0.548	 0.200	13.121	 0.021
ESO234-049	 78	27.877	    1.785	 0.200	13.116	 0.024
ESO234-049	 84	27.426	    1.177	 0.200	13.115	 0.028
ESO234-049	 90	27.822	    1.693	 0.200	13.111	 0.031
ESO234-049	 96	28.461	    3.047	 0.200	13.110	 0.035
ESO234-049	102	28.114	    2.212	 0.200	13.107	 0.040
ESO234-049	108	      	         	 0.200	13.106	 0.045
ESO236-039	  6	22.468	    0.019	 0.333	17.564	 0.014
ESO236-039	 12	23.279	    0.038	 0.333	16.493	 0.020
ESO236-039	 18	23.976	    0.072	 0.333	16.056	 0.030
ESO236-039	 24	24.796	    0.151	 0.333	15.836	 0.042
ESO236-039	 30	25.822	    0.388	 0.333	15.741	 0.057
ESO236-039	 36	26.595	    0.787	 0.333	15.704	 0.073
ESO236-039	 42	27.854	    2.506	 0.333	15.684	 0.096
ESO236-039	 48	28.472	    4.417	 0.333	15.661	 0.123
ESO236-039	 54	      	         	 0.333	15.649	 0.155
ESO236-039	 60	      	         	 0.333	15.651	 0.194
ESO236-039	 66	      	         	 0.333	15.645	 0.234
ESO237-052	  6	21.454	    0.005	 0.529	16.661	 0.004
ESO237-052	 12	22.112	    0.008	 0.529	15.685	 0.005
ESO237-052	 18	22.744	    0.014	 0.529	15.207	 0.006
ESO237-052	 24	23.296	    0.022	 0.529	14.911	 0.008
ESO237-052	 30	23.704	    0.032	 0.529	14.738	 0.011
ESO237-052	 36	24.136	    0.046	 0.529	14.607	 0.014
ESO237-052	 42	24.465	    0.062	 0.529	14.503	 0.017
ESO237-052	 48	25.211	    0.123	 0.529	14.443	 0.020
ESO237-052	 54	26.301	    0.334	 0.529	14.413	 0.024
ESO237-052	 60	27.150	    0.727	 0.529	14.400	 0.030
ESO237-052	 66	26.874	    0.562	 0.529	14.396	 0.035
ESO237-052	 72	32.343	   86.381	 0.529	14.389	 0.041
ESO238-018	  6	21.893	    0.007	 0.091	16.383	 0.005
ESO238-018	 12	22.523	    0.012	 0.091	15.444	 0.007
ESO238-018	 18	23.015	    0.018	 0.091	14.946	 0.009
ESO238-018	 24	24.052	    0.045	 0.091	14.723	 0.012
ESO238-018	 30	24.782	    0.088	 0.091	14.602	 0.017
ESO238-018	 36	26.527	    0.436	 0.091	14.555	 0.023
ESO238-018	 42	27.941	    1.597	 0.091	14.544	 0.031
ESO238-018	 48	28.504	    2.672	 0.091	14.538	 0.041
ESO238-018	 54	      	         	 0.091	14.531	 0.052
ESO238-018	 60	28.660	    3.069	 0.091	14.526	 0.063
ESO238-018	 66	27.803	    1.391	 0.091	14.523	 0.076
ESO240-011	  6	17.670	    0.001	 0.739	13.789	 0.001
ESO240-011	 12	18.398	    0.001	 0.739	12.878	 0.001
ESO240-011	 18	19.046	    0.001	 0.739	12.354	 0.001
ESO240-011	 24	19.639	    0.002	 0.739	12.037	 0.001
ESO240-011	 30	20.097	    0.003	 0.739	11.811	 0.001
ESO240-011	 36	20.534	    0.004	 0.739	11.655	 0.001
ESO240-011	 42	20.869	    0.006	 0.739	11.544	 0.001
ESO240-011	 48	21.148	    0.007	 0.739	11.454	 0.002
ESO240-011	 54	21.560	    0.010	 0.739	11.384	 0.002
ESO240-011	 60	21.936	    0.015	 0.739	11.331	 0.002
ESO240-011	 66	22.216	    0.019	 0.739	11.290	 0.003
ESO240-011	 72	22.377	    0.022	 0.739	11.254	 0.003
ESO240-011	 78	22.779	    0.032	 0.739	11.223	 0.004
ESO240-011	 84	23.084	    0.042	 0.739	11.199	 0.004
ESO240-011	 90	23.333	    0.053	 0.739	11.180	 0.005
ESO240-011	 96	23.599	    0.067	 0.739	11.164	 0.005
ESO240-011	102	23.834	    0.083	 0.739	11.150	 0.006
ESO240-011	108	24.186	    0.115	 0.739	11.140	 0.006
ESO240-011	114	24.662	    0.179	 0.739	11.133	 0.007
ESO240-011	120	24.965	    0.236	 0.739	11.128	 0.007
ESO240-011	126	25.241	    0.304	 0.739	11.125	 0.008
ESO240-011	132	25.356	    0.338	 0.739	11.122	 0.009
ESO240-011	138	25.628	    0.434	 0.739	11.119	 0.009
ESO240-011	144	25.756	    0.489	 0.739	11.117	 0.010
ESO240-011	150	26.157	    0.707	 0.739	11.115	 0.011
ESO240-011	156	26.206	    0.739	 0.739	11.114	 0.012
ESO240-011	162	26.503	    0.971	 0.739	11.113	 0.013
ESO240-011	168	26.408	    0.890	 0.739	11.112	 0.014
ESO240-011	174	26.863	    1.353	 0.739	11.111	 0.014
ESO240-011	180	26.680	    1.143	 0.739	11.110	 0.015
ESO240-011	186	27.260	    1.949	 0.739	11.109	 0.016
ESO240-011	192	27.735	    3.020	 0.739	11.109	 0.018
ESO240-011	198	28.299	    5.076	 0.739	11.109	 0.019
ESO240-011	204	      	         	 0.739	11.109	 0.020
ESO240-011	210	28.279	    4.980	 0.739	11.109	 0.021
ESO240-011	216	28.814	    8.152	 0.739	11.109	 0.022
ESO240-011	222	      	         	 0.739	11.109	 0.023
ESO240-011	228	29.473	   14.962	 0.739	11.109	 0.024
ESO240-011	234	29.807	   20.336	 0.739	11.109	 0.026
ESO240-011	240	29.327	   13.071	 0.739	11.109	 0.027
ESO240-011	246	29.296	   12.700	 0.739	11.109	 0.028
ESO240-011	252	28.548	    6.378	 0.739	11.109	 0.030
ESO240-011	258	28.202	    4.638	 0.739	11.109	 0.031
ESO240-011	264	28.023	    3.934	 0.739	11.109	 0.032
ESO240-011	270	27.892	    3.486	 0.739	11.109	 0.034
ESO240-011	276	28.308	    5.114	 0.739	11.109	 0.035
