#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T19:38:43 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T19:38:43	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/388/500&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_73880500
#Name: J/MNRAS/388/500
#Title: GHASP: H{alpha} data cubes for 108 galaxies (Epinat+, 2008)
#INFO	ivoid=ivo://cds.vizier/j/mnras/388/500	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/388/500	    IVOID of underlying data collection
#INFO	creator=Epinat B.	    First author or institution
#INFO	cites=bibcode:2008MNRAS.388..500E	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2008	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/388/500	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.73880500	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_388_500_galaxies:
#Name: J/MNRAS/388/500/galaxies
#Title: Model and galaxy parameters
#Column	Name	(a9)	Name	[ucd=meta.id;meta.main]
#Column	Vsys-L	(I4)	Systemic velocity found in HyperLeda data base	[ucd=phys.veloc]
#Column	Vsys-FP	(I4)	? Systemic velocity deduced from our velocity field analysis	[ucd=phys.veloc]
#Column	i-L	(I2)	Morphological inclination from HyperLeda	[ucd=src.morph]
#Column	i-FP	(I2)	? Inclination deduced from the analysis of our velocity field	[ucd=src.orbital.inclination]
#Column	l_Vres	(A1)	Limit flag on Res	[ucd=meta.code.error]
#Column	Vres	(F7.1)	? Mean residual velocity in the whole velocity field	[ucd=stat.fit.residual;phys.veloc;stat.mean]
#Column	sigres	(I2)	? Residual velocity dispersion in the whole velocity field	[ucd=stat.fit.residual;phys.veloc]
#Column	chi2	(F4.1)	? Reduced {chi}^2^ of the model	[ucd=stat.fit.chi2]
#Column	T	(F4.1)	RC3 morphological type from HyperLeda data base	[ucd=src.morph.type]
#Column	MType	(a11)	Morphological type from the HyperLeda data base	[ucd=src.morph.type]
#Column	Dist	(F5.1)	Distance (1)	[ucd=pos.distance]
#Column	i	(I2)	Inclination derived from the axial ratio, arccos(b/a)	[ucd=src.orbital.inclination]
#Column	D25	(I3)	Isophotal radius at the limiting surface brightness of 25Bmag/arcsec^2^	[ucd=phys.angSize]
#Column	Vmax	(I3)	? Maximum velocity (3)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	q_Vmax	(I1)	[1/4]? Quality flag on Vmax (5)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
#Column	LEDA	(A4)	Simbad column added by the CDS	[ucd=]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name	Vsys-L	Vsys-FP	i-L	i-FP	l_Vres	Vres	sigres	chi2	T	MType	Dist	i	D25	Vmax	q_Vmax	Simbad	NED	LEDA	_RA	_DE
UGC 89   	 4.37	 0.13	 14.0	 0.4	318	  5	23	a
UGC 89   	 4.76	 0.11	 15.3	 0.4	309	  4	23	a
UGC 89   	 5.02	 0.26	 16.1	 0.8	318	  9	23	r
UGC 89   	 5.22	 0.14	 16.8	 0.4	324	  5	23	a
UGC 89   	 5.71	 0.11	 18.3	 0.4	297	  9	23	r
UGC 89   	 5.84	 0.22	 18.8	 0.7	328	  7	23	a
UGC 89   	 6.27	 0.19	 20.1	 0.6	310	  9	23	r
UGC 89   	 6.67	 0.32	 21.4	 1.0	356	  7	23	a
UGC 89   	 7.03	 0.32	 22.6	 1.0	337	  5	23	r
UGC 89   	 7.60	 0.22	 24.4	 0.7	392	  6	23	a
UGC 89   	 8.73	 0.79	 28.0	 2.5	353	 11	20	r
UGC 89   	 9.26	 1.05	 29.8	 3.4	383	  6	23	a
UGC 94   	 0.73	 0.00	  2.3	 0.0	173	 19	 1	a
UGC 94   	 1.25	 0.00	  4.0	 0.0	125	 19	 1	r
UGC 94   	 1.49	 0.06	  4.8	 0.2	147	  7	 3	a
UGC 94   	 1.60	 0.14	  5.1	 0.4	167	 19	 3	r
UGC 94   	 2.07	 0.10	  6.7	 0.3	200	  6	 7	r
UGC 94   	 2.10	 0.10	  6.7	 0.3	172	  2	 7	a
UGC 94   	 2.51	 0.18	  8.1	 0.6	188	  3	21	a
UGC 94   	 3.05	 0.16	  9.8	 0.5	203	  3	21	a
UGC 94   	 3.12	 0.51	 10.0	 1.6	200	  6	21	r
UGC 94   	 3.63	 0.20	 11.7	 0.6	206	  4	21	a
UGC 94   	 4.56	 0.35	 14.7	 1.1	190	  3	21	a
UGC 94   	 4.58	 0.36	 14.7	 1.2	183	  4	21	r
UGC 94   	 5.99	 0.36	 19.2	 1.2	210	  4	21	a
UGC 94   	 6.19	 0.51	 19.9	 1.6	205	  4	21	r
UGC 94   	 6.91	 0.29	 22.2	 0.9	199	  3	21	a
UGC 94   	 7.37	 0.31	 23.7	 1.0	212	  3	21	r
UGC 94   	 8.79	 1.01	 28.2	 3.2	205	  5	21	a
UGC 94   	 9.18	 1.31	 29.5	 4.2	207	  8	19	r
UGC 94   	11.45	 0.94	 36.8	 3.0	215	  8	14	a
UGC 1317 	 0.53	 0.04	  2.6	 0.2	 53	 13	 2	r
UGC 1317 	 0.59	 0.01	  2.9	 0.0	 42	  9	 2	a
UGC 1317 	 0.70	 0.00	  3.4	 0.0	 73	 15	 1	a
UGC 1317 	 0.98	 0.00	  4.8	 0.0	101	 15	 1	r
UGC 1317 	 1.20	 0.10	  5.9	 0.5	111	  4	 4	a
UGC 1317 	 1.31	 0.05	  6.4	 0.2	121	  3	 2	r
UGC 1317 	 1.57	 0.09	  7.7	 0.4	129	  7	 4	a
UGC 1317 	 1.60	 0.09	  7.8	 0.4	111	 10	 2	r
UGC 1317 	 1.87	 0.05	  9.1	 0.2	158	  2	 2	r
UGC 1317 	 1.89	 0.12	  9.2	 0.6	139	  5	 4	a
UGC 1317 	 2.24	 0.11	 10.9	 0.5	155	  3	10	a
UGC 1317 	 2.30	 0.07	 11.2	 0.3	168	 11	 4	r
UGC 1317 	 2.61	 0.10	 12.8	 0.5	163	  4	 9	a
UGC 1317 	 2.63	 0.08	 12.9	 0.4	133	  7	 2	r
UGC 1317 	 2.91	 0.09	 14.2	 0.4	178	  4	14	a
UGC 1317 	 2.91	 0.06	 14.2	 0.3	173	 15	 3	r
UGC 1317 	 3.26	 0.00	 15.9	 0.0	187	 15	 1	r
UGC 1317 	 3.27	 0.09	 16.0	 0.4	181	  2	11	a
UGC 1317 	 3.47	 0.00	 17.0	 0.0	154	 15	 1	r
UGC 1317 	 3.65	 0.09	 17.8	 0.4	184	  6	14	a
UGC 1317 	 3.99	 0.08	 19.5	 0.4	188	  5	10	a
UGC 1317 	 4.06	 0.03	 19.8	 0.1	205	 13	 2	r
UGC 1317 	 4.31	 0.02	 21.1	 0.1	187	  3	 3	r
UGC 1317 	 4.39	 0.08	 21.5	 0.4	181	  6	10	a
UGC 1317 	 4.55	 0.03	 22.2	 0.1	172	  0	 2	r
UGC 1317 	 4.70	 0.08	 23.0	 0.4	196	  5	11	a
UGC 1317 	 4.99	 0.17	 24.4	 0.8	192	  3	23	a
UGC 1317 	 5.36	 0.42	 26.2	 2.1	180	  5	23	r
UGC 1317 	 5.56	 0.19	 27.2	 0.9	194	  2	23	a
UGC 1317 	 6.14	 0.17	 30.0	 0.8	206	  3	23	a
UGC 1317 	 6.83	 0.44	 33.4	 2.2	189	  4	23	r
UGC 1317 	 6.88	 0.24	 33.6	 1.2	200	  3	23	a
UGC 1317 	 7.63	 0.21	 37.3	 1.0	205	  2	23	a
UGC 1317 	 8.35	 0.20	 40.8	 1.0	208	  3	23	a
UGC 1317 	 8.53	 0.59	 41.7	 2.9	200	  4	23	r
UGC 1317 	 9.18	 0.30	 44.9	 1.5	201	  4	23	a
UGC 1317 	10.22	 0.35	 50.0	 1.7	205	  5	23	a
UGC 1317 	10.99	 0.70	 53.7	 3.4	211	  3	23	r
UGC 1317 	11.24	 0.30	 54.9	 1.5	207	  4	23	a
UGC 1317 	12.29	 0.28	 60.1	 1.4	209	  3	23	a
UGC 1317 	12.61	 0.45	 61.6	 2.2	209	  4	23	r
UGC 1317 	13.39	 0.30	 65.4	 1.5	205	  5	23	a
UGC 1317 	14.36	 0.63	 70.2	 3.1	197	  4	23	r
UGC 1317 	14.54	 0.31	 71.1	 1.5	208	  3	23	a
UGC 1317 	15.60	 0.34	 76.2	 1.7	198	  4	23	a
UGC 1317 	16.77	 0.35	 82.0	 1.7	204	  3	23	a
UGC 1317 	18.49	 0.60	 90.4	 2.9	199	  2	23	a
UGC 1317 	18.73	 2.91	 91.5	14.2	219	  5	20	r
UGC 1317 	20.72	 0.78	101.3	 3.8	202	  3	23	a
UGC 1317 	24.20	 0.99	118.3	 4.8	207	  3	20	a
UGC 1437 	 0.86	 0.15	  2.7	 0.5	161	  2	 2	a
UGC 1437 	 1.18	 0.02	  3.6	 0.1	134	 10	 2	r
UGC 1437 	 1.55	 0.18	  4.8	 0.6	183	 11	 7	a
UGC 1437 	 1.61	 0.11	  5.0	 0.3	173	  6	 3	r
UGC 1437 	 2.13	 0.19	  6.6	 0.6	170	 17	 5	r
UGC 1437 	 2.14	 0.15	  6.6	 0.5	196	  5	 8	a
UGC 1437 	 2.77	 0.17	  8.6	 0.5	184	  8	 9	a
UGC 1437 	 2.77	 0.15	  8.6	 0.5	206	 10	 7	r
UGC 1437 	 3.57	 0.37	 11.0	 1.1	221	  7	20	r
UGC 1437 	 3.67	 0.53	 11.3	 1.6	207	  6	20	a
UGC 1437 	 4.60	 0.31	 14.2	 1.0	204	  6	20	r
UGC 1437 	 5.42	 0.41	 16.7	 1.3	209	  5	20	a
UGC 1437 	 5.80	 0.31	 17.9	 1.0	217	  7	20	r
UGC 1437 	 6.56	 0.18	 20.3	 0.6	206	  6	20	a
UGC 1437 	 7.00	 0.31	 21.6	 1.0	227	  5	20	r
UGC 1437 	 7.41	 0.25	 22.9	 0.8	226	  6	20	a
UGC 1437 	 8.01	 0.23	 24.7	 0.7	224	  5	20	r
UGC 1437 	 8.40	 0.31	 25.9	 1.0	220	  6	20	a
UGC 1437 	 9.10	 0.43	 28.1	 1.3	228	  7	20	r
UGC 1437 	 9.25	 0.29	 28.6	 0.9	210	  6	20	a
UGC 1437 	10.30	 0.39	 31.8	 1.2	216	  5	20	a
UGC 1437 	11.17	 1.03	 34.5	 3.2	223	  8	20	r
UGC 1437 	12.47	 1.17	 38.5	 3.6	208	  6	20	a
UGC 1437 	14.16	 0.42	 43.7	 1.3	184	  8	20	r
UGC 1437 	15.20	 0.19	 46.9	 0.6	180	  6	20	r
UGC 1437 	15.84	 0.22	 48.9	 0.7	199	  4	20	r
UGC 1437 	16.87	 0.30	 52.1	 0.9	192	  5	20	r
UGC 1437 	17.44	 1.76	 53.9	 5.4	209	  9	20	a
UGC 1437 	18.67	 0.55	 57.6	 1.7	196	  6	20	r
UGC 1437 	20.68	 0.84	 63.9	 2.6	195	  8	20	r
UGC 1437 	22.48	 0.78	 69.4	 2.4	192	  9	20	a
UGC 1437 	24.96	 1.40	 77.1	 4.3	197	 10	14	a
UGC 1437 	25.56	 1.94	 78.9	 6.0	187	 13	16	r
UGC 1655 	 0.47	 0.00	  1.3	 0.0	252	 27	 1	r
UGC 1655 	 0.69	 0.00	  1.9	 0.0	180	 27	 1	r
UGC 1655 	 1.60	 0.00	  4.5	 0.0	147	 27	 1	a
UGC 1655 	 1.78	 0.24	  5.0	 0.7	216	 19	 5	r
UGC 1655 	 2.36	 0.17	  6.7	 0.5	189	 26	 5	a
UGC 1655 	 2.42	 0.21	  6.8	 0.6	194	 11	 6	r
UGC 1655 	 3.10	 0.13	  8.8	 0.4	210	 21	 4	a
UGC 1655 	 3.12	 0.20	  8.8	 0.6	170	 14	 6	r
UGC 1655 	 3.73	 0.25	 10.5	 0.7	192	  9	 8	r
UGC 1655 	 3.85	 0.14	 10.9	 0.4	223	  5	 5	a
UGC 1655 	 4.27	 0.11	 12.1	 0.3	229	 11	 2	a
UGC 1655 	 4.44	 0.00	 12.5	 0.0	222	 27	 3	r
UGC 1655 	 5.12	 0.06	 14.5	 0.2	175	 15	 2	r
UGC 1655 	 5.13	 0.21	 14.5	 0.6	250	 13	 3	a
UGC 1655 	 5.88	 0.10	 16.6	 0.3	217	 22	 3	a
UGC 1655 	 5.89	 0.09	 16.6	 0.3	188	  9	 4	r
UGC 1655 	 7.40	 0.79	 20.9	 2.2	179	 20	10	r
UGC 3334 	 0.34	 0.00	  1.2	 0.0	 81	 66	 1	a
UGC 3334 	 0.60	 0.00	  2.2	 0.0	 83	 66	 1	r
UGC 3334 	 0.66	 0.15	  2.4	 0.6	206	 17	 2	a
UGC 3334 	 1.00	 0.04	  3.7	 0.1	 47	 48	 3	r
UGC 3334 	 1.10	 0.11	  4.1	 0.4	276	 46	 3	a
UGC 3334 	 1.41	 0.09	  5.2	 0.3	274	 20	 5	a
UGC 3334 	 1.54	 0.08	  5.7	 0.3	235	  1	 3	r
UGC 3334 	 1.82	 0.06	  6.8	 0.2	305	 24	 6	a
UGC 3334 	 1.90	 0.16	  7.1	 0.6	248	 22	 6	r
UGC 3334 	 2.26	 0.04	  8.4	 0.1	220	 23	 4	a
UGC 3334 	 2.40	 0.10	  8.9	 0.4	309	 24	 5	r
UGC 3334 	 2.70	 0.11	 10.0	 0.4	309	 51	 4	a
UGC 3334 	 2.73	 0.15	 10.1	 0.6	268	  9	 8	r
UGC 3334 	 3.06	 0.10	 11.4	 0.4	250	 22	 2	a
UGC 3334 	 3.14	 0.14	 11.6	 0.5	274	 15	10	r
UGC 3334 	 3.60	 0.12	 13.3	 0.4	343	 66	 4	a
UGC 3334 	 3.63	 0.11	 13.5	 0.4	307	 12	 8	r
UGC 3334 	 3.94	 0.07	 14.6	 0.3	319	 12	 6	r
UGC 3334 	 3.96	 0.17	 14.7	 0.6	345	 40	 3	a
UGC 3334 	 4.39	 0.12	 16.3	 0.4	360	 21	 9	r
UGC 3334 	 4.41	 0.13	 16.4	 0.5	290	 37	 4	a
UGC 3334 	 4.82	 0.12	 17.9	 0.4	404	 18	 9	r
UGC 3334 	 4.85	 0.13	 18.0	 0.5	215	 19	 5	a
UGC 3334 	 5.26	 0.10	 19.5	 0.4	347	 45	 7	a
UGC 3334 	 5.27	 0.12	 19.5	 0.4	419	 15	10	r
UGC 3334 	 5.64	 0.08	 20.9	 0.3	281	 29	 4	a
UGC 3334 	 5.65	 0.13	 21.0	 0.5	416	 14	12	r
UGC 3334 	 6.06	 0.12	 22.5	 0.5	440	 11	 9	r
UGC 3334 	 6.10	 0.16	 22.6	 0.6	293	 36	 5	a
UGC 3334 	 6.49	 0.11	 24.1	 0.4	404	 32	16	r
UGC 3334 	 6.54	 0.06	 24.3	 0.2	273	 44	 6	a
UGC 3334 	 6.94	 0.11	 25.8	 0.4	276	 29	 6	a
UGC 3334 	 6.96	 0.12	 25.8	 0.4	433	 14	17	r
UGC 3334 	 7.36	 0.13	 27.3	 0.5	445	 25	18	r
UGC 3334 	 7.40	 0.09	 27.4	 0.3	257	 19	 7	a
UGC 3334 	 7.42	 0.13	 27.5	 0.5	422	 25	21	r
UGC 3334 	 7.63	 0.21	 28.3	 0.8	260	 15	21	a
UGC 3334 	 7.82	 0.14	 29.0	 0.5	418	 21	21	r
UGC 3334 	 8.26	 0.10	 30.7	 0.4	432	 28	21	r
UGC 3334 	 8.45	 0.24	 31.4	 0.9	280	 11	21	a
UGC 3334 	 8.71	 0.16	 32.3	 0.6	408	 20	21	r
UGC 3334 	 9.14	 0.09	 33.9	 0.3	427	 19	21	r
UGC 3334 	 9.33	 0.25	 34.6	 0.9	301	 13	21	a
UGC 3334 	 9.46	 0.08	 35.1	 0.3	412	 18	21	r
UGC 3334 	 9.75	 0.09	 36.2	 0.3	411	 15	21	r
UGC 3334 	10.02	 0.07	 37.2	 0.3	424	 12	21	r
UGC 3334 	10.10	 0.21	 37.5	 0.8	304	 11	21	a
UGC 3334 	10.28	 0.08	 38.1	 0.3	423	 16	21	r
UGC 3334 	10.56	 0.07	 39.2	 0.2	443	 14	21	r
UGC 3334 	10.60	 0.12	 39.3	 0.4	315	  9	21	a
UGC 3334 	10.92	 0.13	 40.5	 0.5	432	 14	21	r
UGC 3334 	11.00	 0.10	 40.8	 0.4	322	 12	21	a
UGC 3334 	11.32	 0.07	 42.0	 0.3	324	 13	21	a
UGC 3334 	11.38	 0.15	 42.2	 0.6	397	 10	21	r
UGC 3334 	11.61	 0.10	 43.1	 0.4	323	 13	21	a
UGC 3334 	11.91	 0.08	 44.2	 0.3	320	 12	21	a
UGC 3334 	11.94	 0.19	 44.3	 0.7	405	 14	21	r
UGC 3334 	12.27	 0.17	 45.5	 0.6	330	 14	21	a
UGC 3334 	12.48	 0.18	 46.3	 0.7	374	 12	21	r
UGC 3334 	12.87	 0.16	 47.8	 0.6	308	 15	21	a
UGC 3334 	13.02	 0.18	 48.3	 0.7	373	 20	21	r
UGC 3334 	13.49	 0.19	 50.0	 0.7	316	 11	21	a
UGC 3334 	13.74	 0.20	 51.0	 0.7	344	 18	21	r
UGC 3334 	14.11	 0.27	 52.3	 1.0	313	  9	21	a
UGC 3334 	14.48	 0.25	 53.7	 0.9	354	 23	21	r
UGC 3334 	14.94	 0.24	 55.4	 0.9	347	 12	21	a
UGC 3334 	15.49	 0.42	 57.5	 1.6	318	 16	21	r
UGC 3334 	15.79	 0.21	 58.6	 0.8	335	 15	21	a
UGC 3334 	16.57	 0.28	 61.5	 1.0	359	 13	21	a
UGC 3334 	16.73	 0.25	 62.0	 0.9	343	 18	21	r
UGC 3334 	17.39	 0.21	 64.5	 0.8	344	 16	21	a
UGC 3334 	17.64	 0.30	 65.5	 1.1	351	 15	21	r
UGC 3334 	18.07	 0.19	 67.0	 0.7	403	 14	21	a
UGC 3334 	18.53	 0.21	 68.8	 0.8	378	 16	21	r
UGC 3334 	18.59	 0.14	 68.9	 0.5	375	 25	21	a
UGC 3334 	19.08	 0.09	 70.8	 0.3	315	 30	21	a
UGC 3334 	19.14	 0.09	 71.0	 0.3	402	 16	21	r
UGC 3334 	19.49	 0.09	 72.3	 0.4	381	 31	21	a
UGC 3334 	19.51	 0.13	 72.4	 0.5	392	 17	21	r
UGC 3334 	19.87	 0.10	 73.7	 0.4	400	 31	21	a
UGC 3334 	19.87	 0.10	 73.7	 0.4	399	 13	21	r
UGC 3334 	20.26	 0.11	 75.2	 0.4	421	 11	21	r
UGC 3334 	20.26	 0.14	 75.2	 0.5	464	 23	21	a
UGC 3334 	20.59	 0.07	 76.4	 0.3	392	 16	21	r
UGC 3334 	20.61	 0.08	 76.5	 0.3	451	 28	21	a
UGC 3334 	20.88	 0.12	 77.5	 0.4	419	  8	21	r
UGC 3334 	20.91	 0.10	 77.6	 0.4	437	 31	21	a
UGC 3334 	21.30	 0.10	 79.0	 0.4	398	 19	21	r
UGC 3334 	21.32	 0.09	 79.1	 0.3	460	 26	21	a
UGC 3334 	21.77	 0.16	 80.8	 0.6	481	 26	21	a
UGC 3334 	21.84	 0.20	 81.0	 0.8	428	 12	21	r
UGC 3334 	22.50	 0.35	 83.5	 1.3	409	 33	21	a
UGC 3334 	22.62	 0.31	 83.9	 1.1	413	 13	21	r
UGC 3334 	23.80	 0.46	 88.3	 1.7	379	 16	21	r
UGC 3334 	24.77	 1.34	 91.9	 5.0	367	 39	15	a
UGC 3334 	25.92	 0.64	 96.1	 2.4	394	 14	21	r
UGC 3334 	27.51	 0.36	102.0	 1.3	410	 16	21	r
UGC 3334 	28.71	 0.33	106.5	 1.2	394	  7	21	r
UGC 3334 	29.90	 0.43	110.9	 1.6	377	 12	21	r
UGC 3334 	31.99	 1.41	118.7	 5.2	351	 26	20	r
UGC 3382 	 5.45	 0.90	 17.9	 3.0	255	 12	23	r
UGC 3382 	 5.50	 0.84	 18.1	 2.8	243	 11	23	a
UGC 3382 	 8.66	 1.49	 28.4	 4.9	281	 14	22	r
UGC 3382 	 8.87	 1.15	 29.1	 3.8	271	 14	23	a
UGC 3382 	12.83	 0.94	 42.1	 3.1	337	 15	12	a
UGC 3463 	 0.92	 0.19	  4.9	 1.0	 95	  8	 2	r
UGC 3463 	 1.11	 0.19	  5.9	 1.0	 81	  5	 5	a
UGC 3463 	 1.61	 0.19	  8.6	 1.0	115	  8	 5	r
UGC 3463 	 1.69	 0.12	  9.0	 0.6	106	  8	 6	a
UGC 3463 	 2.28	 0.15	 12.2	 0.8	113	  8	 8	a
UGC 3463 	 2.29	 0.15	 12.2	 0.8	118	 11	 7	r
UGC 3463 	 3.38	 0.41	 18.1	 2.2	129	  5	23	r
UGC 3463 	 3.40	 0.42	 18.2	 2.2	119	  3	23	a
UGC 3463 	 4.40	 0.18	 23.5	 1.0	135	  3	23	a
UGC 3463 	 4.61	 0.35	 24.6	 1.9	148	  4	23	r
UGC 3463 	 5.06	 0.17	 27.0	 0.9	135	  4	23	a
UGC 3463 	 5.62	 0.15	 30.0	 0.8	136	  4	23	a
UGC 3463 	 5.64	 0.33	 30.1	 1.8	156	  5	23	r
UGC 3463 	 6.04	 0.14	 32.3	 0.7	145	  3	23	a
UGC 3463 	 6.42	 0.10	 34.3	 0.5	149	  4	23	a
UGC 3463 	 6.65	 0.29	 35.5	 1.5	164	  4	23	r
UGC 3463 	 6.79	 0.09	 36.3	 0.5	150	  4	23	a
UGC 3463 	 7.12	 0.13	 38.0	 0.7	159	  4	23	a
UGC 3463 	 7.49	 0.11	 40.0	 0.6	157	  4	23	a
UGC 3463 	 7.63	 0.27	 40.8	 1.4	170	  4	23	r
UGC 3463 	 7.91	 0.12	 42.3	 0.6	169	  4	23	a
UGC 3463 	 8.29	 0.12	 44.3	 0.6	165	  4	23	a
UGC 3463 	 8.65	 0.23	 46.2	 1.2	171	  4	23	r
UGC 3463 	 8.77	 0.17	 46.9	 0.9	155	  4	23	a
UGC 3463 	 9.35	 0.15	 50.0	 0.8	166	  5	23	a
UGC 3463 	 9.36	 0.18	 50.0	 1.0	176	  3	23	r
UGC 3463 	 9.90	 0.12	 52.9	 0.6	172	  4	23	r
UGC 3463 	 9.91	 0.15	 53.0	 0.8	155	  5	23	a
UGC 3463 	10.33	 0.12	 55.2	 0.6	179	  3	23	r
UGC 3463 	10.58	 0.22	 56.5	 1.2	162	  4	23	a
UGC 3463 	10.63	 0.11	 56.8	 0.6	175	  3	23	r
UGC 3463 	11.02	 0.10	 58.9	 0.5	170	  4	23	r
UGC 3463 	11.22	 0.19	 60.0	 1.0	165	  4	23	a
UGC 3463 	11.32	 0.10	 60.5	 0.5	172	  3	23	r
UGC 3463 	11.65	 0.10	 62.3	 0.5	172	  3	23	r
UGC 3463 	11.81	 0.16	 63.1	 0.9	162	  5	23	a
UGC 3463 	11.94	 0.10	 63.8	 0.5	168	  2	23	r
UGC 3463 	12.28	 0.08	 65.6	 0.4	164	  3	23	r
UGC 3463 	12.52	 0.23	 66.9	 1.2	162	  3	23	a
UGC 3463 	12.59	 0.14	 67.3	 0.7	166	  3	23	r
UGC 3463 	13.03	 0.14	 69.6	 0.7	160	  5	23	r
UGC 3463 	13.30	 0.23	 71.1	 1.2	165	  5	23	a
UGC 3463 	13.67	 0.20	 73.0	 1.1	159	  5	23	r
UGC 3463 	14.20	 0.30	 75.9	 1.6	161	  4	23	a
UGC 3463 	14.86	 0.50	 79.4	 2.7	162	  5	23	r
UGC 3463 	15.19	 0.33	 81.2	 1.8	164	  4	23	a
UGC 3463 	16.90	 0.60	 90.3	 3.2	176	 13	 9	r
UGC 3463 	17.31	 1.43	 92.5	 7.6	164	  5	22	a
UGC 3521 	 1.43	 0.00	  4.7	 0.0	 77	 11	 1	r
UGC 3521 	 1.78	 0.05	  5.9	 0.2	 92	 11	 4	r
UGC 3521 	 1.88	 0.04	  6.2	 0.1	104	  4	 2	a
UGC 3521 	 2.29	 0.16	  7.5	 0.5	109	  7	 2	r
UGC 3521 	 3.45	 0.67	 11.4	 2.2	130	  5	23	r
UGC 3521 	 4.05	 0.94	 13.3	 3.1	137	  5	23	a
UGC 3521 	 5.61	 0.49	 18.5	 1.6	156	  3	23	r
UGC 3521 	 7.35	 0.73	 24.2	 2.4	157	  7	12	r
UGC 3521 	 8.27	 1.87	 27.2	 6.2	160	  6	23	a
UGC 3528 	 0.44	 0.00	  1.5	 0.0	 91	 24	 1	r
UGC 3528 	 0.59	 0.00	  2.0	 0.0	212	 24	 1	a
UGC 3528 	 1.48	 0.00	  4.9	 0.0	147	 24	 1	r
UGC 3528 	 1.75	 0.00	  5.8	 0.0	189	 24	 1	a
UGC 3528 	 2.19	 0.00	  7.3	 0.0	216	 24	 1	a
UGC 3528 	 4.41	 1.21	 14.7	 4.0	275	 10	21	r
UGC 3528 	 4.67	 1.10	 15.6	 3.7	257	 13	21	a
UGC 3528 	 7.10	 0.45	 23.7	 1.5	233	 24	 9	a
UGC 3685 	 0.10	 0.04	  0.8	 0.3	 41	 19	 5	a
UGC 3685 	 0.11	 0.03	  0.9	 0.2	  5	  6	 3	r
UGC 3685 	 0.23	 0.05	  1.8	 0.4	 -5	 21	 4	r
UGC 3685 	 0.26	 0.04	  2.0	 0.3	 27	 12	 6	a
UGC 3685 	 0.36	 0.03	  2.8	 0.2	-12	 13	 2	r
UGC 3685 	 0.47	 0.00	  3.7	 0.0	 39	 28	 3	a
UGC 3685 	 0.52	 0.03	  4.1	 0.2	-25	 20	 2	a
UGC 3685 	 0.71	 0.04	  5.6	 0.3	 41	 11	 4	a
UGC 3685 	 0.84	 0.00	  6.6	 0.0	 89	 28	 1	r
UGC 3685 	 0.90	 0.05	  7.1	 0.4	 45	 15	 2	a
UGC 3685 	 0.97	 0.00	  7.6	 0.0	 84	 28	 1	a
UGC 3685 	 1.39	 0.00	 10.9	 0.0	 92	 28	 1	r
UGC 3685 	 1.49	 0.00	 11.7	 0.0	126	 28	 1	r
UGC 3685 	 2.37	 0.35	 18.6	 2.7	 34	 15	25	a
UGC 3685 	 2.39	 0.36	 18.7	 2.8	 94	 10	25	r
UGC 3685 	 2.99	 0.11	 23.4	 0.9	 80	  9	25	a
UGC 3685 	 3.06	 0.15	 24.0	 1.2	 71	  9	25	r
UGC 3685 	 3.37	 0.11	 26.4	 0.9	 59	 12	25	a
UGC 3685 	 3.57	 0.15	 28.0	 1.2	 71	 14	25	r
UGC 3685 	 3.75	 0.13	 29.4	 1.0	 95	  9	25	a
UGC 3685 	 3.92	 0.10	 30.7	 0.8	 57	 10	25	r
UGC 3685 	 4.07	 0.09	 31.9	 0.7	 72	 11	25	a
UGC 3685 	 4.23	 0.07	 33.2	 0.5	101	 10	25	r
UGC 3685 	 4.31	 0.05	 33.8	 0.4	109	 12	25	a
UGC 3685 	 4.48	 0.05	 35.1	 0.4	103	  9	25	a
UGC 3685 	 4.49	 0.07	 35.2	 0.5	 85	  9	25	r
